dir,nelect,vbm,cbm,gap,direct
K0.5Cu1.5Ba1Zr1S4_kesterite,536,2.532786,4.272047,1.739261,True
K0.5Cu1.5Ca0.5Ba0.5Sn1S3Se1_stannite,552,2.767231,4.815256,2.048025,False
K0.5Cu1.5Ca0.5Sr0.5Ge1S4_kesterite,552,4.304998,4.763004,0.458006,False
K0.5Cu1.5Ca1Sn1Te4_kesterite,552,3.253840,4.225054,0.971214,True
K0.5Cu1.5Ca1Zr1S4_kesterite,536,3.494351,4.958641,1.464290,False
K0.5Cu1.5Ca1Zr1Te4_stannite,536,2.947312,4.300575,1.353263,True
K0.5Cu1.5Cd1Ge1S4_kesterite,568,5.369402,5.235863,0.000000,False
K0.5Cu1.5Cd1Ge1S4_stannite,568,2.757152,4.429373,1.672221,True
K0.5Cu1.5Cd1Ge1Se4_kesterite,568,2.467716,3.534060,1.066344,True
K0.5Cu1.5Cd1Ge1Se4_stannite,568,2.609710,3.356492,0.746782,True
K0.5Cu1.5Cd1Sn1S4_kesterite,568,3.095133,4.666147,1.571014,True
K0.5Cu1.5Cd1Sn1S4_stannite,568,3.175752,4.585074,1.409322,True
K0.5Cu1.5Cd1Sn1Se4_kesterite,568,2.920971,3.765791,0.844820,True
K0.5Cu1.5Cd1Sn1Se4_stannite,568,2.731566,3.613838,0.882272,True
K0.5Cu1.5Cd1Sn1Te4_stannite,568,5.111132,5.843753,0.732621,True
K0.5Cu1.5Cd1Zr1S4_kesterite,552,4.935124,4.935373,0.000249,False
K0.5Cu1.5Cd1Zr1S4_stannite,552,3.147633,4.756609,1.608976,False
K0.5Cu1.5Cd1Zr1Se4_kesterite,552,3.779674,3.861063,0.081389,False
K0.5Cu1.5Cd1Zr1Se4_stannite,552,2.409810,4.113665,1.703855,False
K0.5Cu1.5Mg1Ge1S4_kesterite,488,5.567797,5.529136,0.000000,False
K0.5Cu1.5Mg1Ge1S4_stannite,488,2.960455,4.978743,2.018288,True
K0.5Cu1.5Mg1Ge1Se4_kesterite,488,2.401504,3.912663,1.511159,True
K0.5Cu1.5Mg1Ge1Se4_stannite,488,2.097664,3.295001,1.197337,True
K0.5Cu1.5Mg1Ge1Te4_kesterite,488,4.473350,5.449579,0.976229,True
K0.5Cu1.5Mg1Ge1Te4_stannite,488,3.673183,4.231233,0.558050,True
K0.5Cu1.5Mg1Sn1S4_kesterite,488,3.508965,5.049931,1.540966,False
K0.5Cu1.5Mg1Sn1S4_stannite,488,3.647140,4.983195,1.336055,True
K0.5Cu1.5Mg1Sn1Se4_kesterite,488,2.781801,3.959657,1.177856,True
K0.5Cu1.5Mg1Sn1Se4_stannite,488,2.980989,3.871958,0.890969,True
K0.5Cu1.5Mg1Sn1Te4_kesterite,488,4.773260,5.765938,0.992678,True
K0.5Cu1.5Mg1Sn1Te4_stannite,488,3.647190,4.368031,0.720841,True
K0.5Cu1.5Mg1Zr1S4_kesterite,472,5.361700,5.292766,0.000000,False
K0.5Cu1.5Mg1Zr1Se4_kesterite,472,4.561225,4.482800,0.000000,False
K0.5Cu1.5Mg1Zr1Te4_kesterite,472,4.336339,5.562260,1.225921,True
K0.5Cu1.5Sr0.5Zn0.5Sn1S3Se1_kesterite,560,3.059045,4.063956,1.004911,False
K0.5Cu1.5Sr1Sn1S4_kesterite,552,4.990127,4.295361,0.000000,False
K0.5Cu1.5Sr1Zr1Se4_kesterite,536,1.809850,3.532093,1.722243,False
K0.5Cu1.5Sr1Zr1Te4_kesterite,536,2.886935,4.221348,1.334413,True
K0.5Cu1.5Zn0.5Cd0.5Sn1S2Se1Te1_stannite,568,3.796940,3.997564,0.200624,True
K0.5Cu1.5Zn1Ge1S4_kesterite,568,5.769505,5.579418,0.000000,False
K0.5Cu1.5Zn1Ge1S4_stannite,568,3.147408,4.796643,1.649235,True
K0.5Cu1.5Zn1Ge1Se4_kesterite,568,2.355573,3.538515,1.182942,True
K0.5Cu1.5Zn1Ge1Se4_stannite,568,2.474919,3.318581,0.843662,True
K0.5Cu1.5Zn1Ge1Te4_kesterite,568,4.681035,5.463006,0.781971,True
K0.5Cu1.5Zn1Ge1Te4_stannite,568,4.739551,5.134890,0.395339,True
K0.5Cu1.5Zn1Sn1S4_stannite,568,3.516944,4.860217,1.343273,True
K0.5Cu1.5Zn1Sn1Se4_kesterite,568,2.965740,3.918732,0.952992,True
K0.5Cu1.5Zn1Sn1Se4_stannite,568,2.866777,3.604146,0.737369,True
K0.5Cu1.5Zn1Sn1Te4_kesterite,568,4.155926,4.852743,0.696817,True
K0.5Cu1.5Zn1Sn1Te4_stannite,568,4.997819,5.416581,0.418762,True
K0.5Cu1.5Zn1Zr1S4_kesterite,552,5.232366,5.195315,0.000000,False
K0.5Cu1.5Zn1Zr1Se4_kesterite,552,4.084503,4.010896,0.000000,False
K0.5Cu1.5Zn1Zr1Se4_stannite,552,2.097797,3.834604,1.736807,False
K0.5Cu1.5Zn1Zr1Te4_kesterite,552,4.595766,5.447885,0.852119,True
K0.5Cu1.5Zn1Zr1Te4_stannite,552,4.590036,5.434407,0.844371,True
K0.5Cu1Ag0.5Ba1Ge1Te4_stannite,552,2.891087,3.969299,1.078212,False
K0.5Cu1Ag0.5Ba1Zr1S4_kesterite,536,2.734412,4.195339,1.460927,False
K0.5Cu1Ag0.5Ba1Zr1Te4_stannite,536,2.741200,4.295423,1.554223,False
K0.5Cu1Ag0.5Ca1Ge1Te4_kesterite,552,3.368800,4.397873,1.029073,True
K0.5Cu1Ag0.5Ca1Zr1S4_kesterite,536,3.106208,4.612437,1.506229,False
K0.5Cu1Ag0.5Ca1Zr1Se4_kesterite,536,2.170761,3.635294,1.464533,False
K0.5Cu1Ag0.5Ca1Zr1Te4_kesterite,536,2.960073,4.211612,1.251539,False
K0.5Cu1Ag0.5Ca1Zr1Te4_stannite,536,2.898992,4.341089,1.442097,True
K0.5Cu1Ag0.5Cd1Ge1S1Se2Te1_stannite,568,3.153692,3.562717,0.409025,True
K0.5Cu1Ag0.5Cd1Ge1S4_stannite,568,3.180067,4.488663,1.308596,True
K0.5Cu1Ag0.5Cd1Ge1Se4_stannite,568,2.507240,3.297949,0.790709,True
K0.5Cu1Ag0.5Cd1Ge1Te4_kesterite,568,3.337588,4.055969,0.718381,True
K0.5Cu1Ag0.5Cd1Sn0.5Ge0.5Se1Te3_kesterite,568,3.376393,4.204878,0.828485,True
K0.5Cu1Ag0.5Cd1Sn0.5Ge0.5Se1Te3_stannite,568,3.294690,3.751782,0.457092,True
K0.5Cu1Ag0.5Cd1Sn1S4_kesterite,568,5.259174,4.211786,0.000000,False
K0.5Cu1Ag0.5Cd1Sn1S4_stannite,568,3.506371,4.544294,1.037923,True
K0.5Cu1Ag0.5Cd1Sn1Se4_kesterite,568,2.215123,3.003281,0.788158,True
K0.5Cu1Ag0.5Cd1Sn1Se4_stannite,568,2.444391,2.992089,0.547698,True
K0.5Cu1Ag0.5Cd1Zr1S4_stannite,552,2.634056,4.696638,2.062582,False
K0.5Cu1Ag0.5Cd1Zr1Te4_stannite,552,2.983283,4.161294,1.178011,True
K0.5Cu1Ag0.5Mg0.5Ca0.5Sn1S4_stannite,520,5.196902,4.644945,0.000000,False
K0.5Cu1Ag0.5Mg1Ge1S4_stannite,488,3.362645,4.959843,1.597198,True
K0.5Cu1Ag0.5Mg1Ge1Se4_stannite,488,2.625916,3.688506,1.062590,True
K0.5Cu1Ag0.5Mg1Ge1Te4_kesterite,488,3.304420,4.290839,0.986419,True
K0.5Cu1Ag0.5Mg1Ge1Te4_stannite,488,3.497096,4.147130,0.650034,True
K0.5Cu1Ag0.5Mg1Sn1S4_kesterite,488,5.689883,4.722236,0.000000,False
K0.5Cu1Ag0.5Mg1Sn1S4_stannite,488,3.618852,4.902651,1.283799,True
K0.5Cu1Ag0.5Mg1Sn1Se4_kesterite,488,2.387601,3.837873,1.450272,True
K0.5Cu1Ag0.5Mg1Sn1Te4_kesterite,488,4.448785,5.510388,1.061603,True
K0.5Cu1Ag0.5Mg1Sn1Te4_stannite,488,3.492665,4.237032,0.744367,True
K0.5Cu1Ag0.5Mg1Zr1S4_kesterite,472,2.864343,5.169217,2.304874,True
K0.5Cu1Ag0.5Mg1Zr1Se4_kesterite,472,2.971988,4.296058,1.324070,True
K0.5Cu1Ag0.5Mg1Zr1Se4_stannite,472,2.194607,4.318086,2.123479,True
K0.5Cu1Ag0.5Mg1Zr1Te4_kesterite,472,2.993499,4.468548,1.475049,True
K0.5Cu1Ag0.5Mg1Zr1Te4_stannite,472,4.097702,5.410121,1.312419,True
K0.5Cu1Ag0.5Sr0.5Zn0.5Ge1S3Se1_kesterite,560,2.856135,4.425952,1.569817,False
K0.5Cu1Ag0.5Sr1Ge1Se4_stannite,552,1.821115,3.613548,1.792433,False
K0.5Cu1Ag0.5Sr1Sn1Se3Te1_stannite,552,2.439832,3.626716,1.186884,True
K0.5Cu1Ag0.5Zn1Ge1S4_stannite,568,3.738178,4.855169,1.116991,True
K0.5Cu1Ag0.5Zn1Ge1Se4_kesterite,568,2.429029,3.698926,1.269897,True
K0.5Cu1Ag0.5Zn1Ge1Se4_stannite,568,2.602644,3.482263,0.879619,True
K0.5Cu1Ag0.5Zn1Sn0.5Ge0.5Se4_kesterite,568,2.127052,3.416449,1.289397,True
K0.5Cu1Ag0.5Zn1Sn0.5Ge0.5Se4_stannite,568,2.723201,3.234724,0.511523,True
K0.5Cu1Ag0.5Zn1Sn1S4_kesterite,568,3.638783,4.739047,1.100264,False
K0.5Cu1Ag0.5Zn1Sn1S4_stannite,568,3.470435,4.828463,1.358028,True
K0.5Cu1Ag0.5Zn1Sn1Se4_kesterite,568,2.465832,3.378365,0.912533,True
K0.5Cu1Ag0.5Zn1Sn1Se4_stannite,568,3.094269,3.595014,0.500745,True
K0.5Cu1Ag0.5Zn1Sn1Te4_kesterite,568,4.884168,5.728157,0.843989,True
K0.5Cu1Ag0.5Zn1Sn1Te4_stannite,568,3.950139,4.283594,0.333455,True
K0.5Cu1Ag0.5Zn1Zr1S4_kesterite,552,5.200313,5.051116,0.000000,False
K0.5Cu1Ag0.5Zn1Zr1S4_stannite,552,3.323308,4.963405,1.640097,False
K0.5Rb0.5Ag1Ba1Ge1Se4_stannite,544,1.630732,3.739176,2.108444,False
K0.5Rb0.5Ag1Ba1Sn1S4_stannite,544,1.481686,4.002716,2.521030,False
K0.5Rb0.5Ag1Ba1Sn1Se4_kesterite,544,2.148438,3.614633,1.466195,True
K0.5Rb0.5Ag1Ba1Zr1S4_stannite,528,1.350042,4.382311,3.032269,False
K0.5Rb0.5Ag1Ba1Zr1Se4_stannite,528,0.926833,3.470441,2.543608,False
K0.5Rb0.5Ag1Ba1Zr1Te4_stannite,528,1.979716,4.040475,2.060759,False
K0.5Rb0.5Ag1Ca0.5Sr0.5Sn0.5Ge0.5S1Se3_stannite,544,1.470682,3.170847,1.700165,False
K0.5Rb0.5Ag1Ca0.5Sr0.5Sn0.5Ge0.5Se1Te3_stannite,544,2.101436,3.460846,1.359410,True
K0.5Rb0.5Ag1Ca1Ge1Se4_stannite,544,1.526381,3.517577,1.991196,True
K0.5Rb0.5Ag1Ca1Ge1Te4_kesterite,544,4.517660,4.959249,0.441589,False
K0.5Rb0.5Ag1Ca1Ge1Te4_stannite,544,2.553635,3.844683,1.291048,False
K0.5Rb0.5Ag1Ca1Sn1S4_stannite,544,1.629312,3.905329,2.276017,False
K0.5Rb0.5Ag1Ca1Sn1Se4_stannite,544,1.211114,2.780562,1.569448,False
K0.5Rb0.5Ag1Ca1Zr1S4_kesterite,528,1.346090,3.814594,2.468504,False
K0.5Rb0.5Ag1Ca1Zr1S4_stannite,528,1.685567,4.685604,3.000037,True
K0.5Rb0.5Ag1Ca1Zr1Te4_stannite,528,2.016232,4.173870,2.157638,True
K0.5Rb0.5Ag1Cd1Ge1S4_stannite,560,2.525485,3.966314,1.440829,False
K0.5Rb0.5Ag1Cd1Sn1S4_kesterite,560,1.818862,3.499114,1.680252,False
K0.5Rb0.5Ag1Cd1Sn1S4_stannite,560,2.919354,4.351196,1.431842,False
K0.5Rb0.5Ag1Cd1Sn1Se4_kesterite,560,1.064407,2.305720,1.241313,False
K0.5Rb0.5Ag1Cd1Sn1Se4_stannite,560,2.575229,3.600873,1.025644,False
K0.5Rb0.5Ag1Cd1Sn1Te4_kesterite,560,2.517549,3.483877,0.966328,True
K0.5Rb0.5Ag1Cd1Zr1S4_stannite,544,2.264067,4.466078,2.202011,False
K0.5Rb0.5Ag1Cd1Zr1Se4_stannite,544,1.313565,2.954393,1.640828,True
K0.5Rb0.5Ag1Cd1Zr1Te4_kesterite,544,2.769535,4.172232,1.402697,True
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,520,1.905360,3.997407,2.092047,False
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,520,2.145245,3.542711,1.397466,True
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,480,1.817506,4.416230,2.598724,False
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,480,2.461229,4.148301,1.687072,False
K0.5Rb0.5Ag1Mg1Ge1Se4_stannite,480,2.003737,3.249991,1.246254,False
K0.5Rb0.5Ag1Mg1Ge1Te4_kesterite,480,2.301046,3.521210,1.220164,False
K0.5Rb0.5Ag1Mg1Ge1Te4_stannite,480,2.757688,3.609425,0.851737,False
K0.5Rb0.5Ag1Mg1Sn1S4_kesterite,480,2.308289,4.522046,2.213757,False
K0.5Rb0.5Ag1Mg1Sn1S4_stannite,480,2.639145,4.557396,1.918251,False
K0.5Rb0.5Ag1Mg1Sn1Se4_stannite,480,2.319830,3.600429,1.280599,False
K0.5Rb0.5Ag1Mg1Sn1Te4_stannite,480,2.603704,3.417016,0.813312,False
K0.5Rb0.5Ag1Mg1Zr1S4_kesterite,464,1.947058,4.729303,2.782245,True
K0.5Rb0.5Ag1Mg1Zr1S4_stannite,464,2.318909,4.951658,2.632749,False
K0.5Rb0.5Ag1Mg1Zr1Se4_kesterite,464,1.011849,3.280947,2.269098,False
K0.5Rb0.5Ag1Mg1Zr1Se4_stannite,464,1.810620,4.128343,2.317723,False
K0.5Rb0.5Ag1Mg1Zr1Te4_kesterite,464,2.445327,4.059550,1.614223,True
K0.5Rb0.5Ag1Mg1Zr1Te4_stannite,464,2.707990,4.152041,1.444051,True
K0.5Rb0.5Ag1Sr1Ge1Te4_kesterite,544,1.685650,2.699213,1.013563,False
K0.5Rb0.5Ag1Sr1Sn1Se4_stannite,544,1.196300,3.050420,1.854120,False
K0.5Rb0.5Ag1Sr1Zr1S4_kesterite,528,1.315823,3.652082,2.336259,True
K0.5Rb0.5Ag1Sr1Zr1Se4_kesterite,528,1.836511,3.749456,1.912945,True
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,560,1.423765,3.920281,2.496516,False
K0.5Rb0.5Ag1Zn1Ge1Se4_stannite,560,2.293235,3.133924,0.840689,False
K0.5Rb0.5Ag1Zn1Sn1S4_kesterite,560,2.384236,4.338373,1.954137,False
K0.5Rb0.5Ag1Zn1Sn1S4_stannite,560,3.060597,4.357825,1.297228,False
K0.5Rb0.5Ag1Zn1Sn1Se4_kesterite,560,1.940718,3.398877,1.458159,False
K0.5Rb0.5Ag1Zn1Sn1Se4_stannite,560,2.601259,3.389488,0.788229,False
K0.5Rb0.5Ag1Zn1Sn1Te4_kesterite,560,2.593374,3.643839,1.050465,True
K0.5Rb0.5Ag1Zn1Sn1Te4_stannite,560,3.192917,3.624433,0.431516,False
K0.5Rb0.5Ag1Zn1Zr1S4_kesterite,544,1.795325,4.155412,2.360087,False
K0.5Rb0.5Ag1Zn1Zr1S4_stannite,544,2.091556,4.235411,2.143855,True
K0.5Rb0.5Ag1Zn1Zr1Se4_kesterite,544,1.169812,3.172302,2.002490,False
K0.5Rb0.5Ag1Zn1Zr1Se4_stannite,544,1.687349,3.184223,1.496874,True
K0.5Rb0.5Ag1Zn1Zr1Te4_stannite,544,2.564542,3.714190,1.149648,True
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,464,0.444939,1.999447,1.554508,True
K0.5Rb0.5Al1S2_kesterite,384,1.080753,5.623095,4.542342,False
K0.5Rb0.5Al1Se1Te1_kesterite,384,1.910685,4.460869,2.550184,True
K0.5Rb0.5Al1Se1Te1_stannite,384,2.215128,3.296638,1.081510,True
K0.5Rb0.5Al1Se2_kesterite,384,0.723090,4.294041,3.570951,True
K0.5Rb0.5Al1Se2_stannite,384,1.037732,3.208724,2.170992,True
K0.5Rb0.5Al1Te2_kesterite,384,2.185482,5.063177,2.877695,True
K0.5Rb0.5Al1Te2_stannite,384,2.380184,3.599493,1.219309,True
K0.5Rb0.5Cs0.5Ag0.5Ba1Zr1S4_stannite,520,0.490034,3.767918,3.277884,False
K0.5Rb0.5Cs0.5Ag0.5Ba1Zr1Se4_stannite,520,0.132988,2.946076,2.813088,False
K0.5Rb0.5Cs0.5Ag0.5Ca1Sn1S4_stannite,536,0.929071,3.158657,2.229586,True
K0.5Rb0.5Cs0.5Ag0.5Ca1Sn1Se4_stannite,536,1.463523,3.288703,1.825180,False
K0.5Rb0.5Cs0.5Ag0.5Ca1Zr1S4_stannite,520,1.413482,4.000716,2.587234,False
K0.5Rb0.5Cs0.5Ag0.5Ca1Zr1Se4_stannite,520,1.125143,4.061881,2.936738,False
K0.5Rb0.5Cs0.5Ag0.5Ca1Zr1Te4_stannite,520,1.334197,3.523893,2.189696,False
K0.5Rb0.5Cs0.5Ag0.5Cd1Ge1S4_stannite,552,1.662155,3.442886,1.780731,True
K0.5Rb0.5Cs0.5Ag0.5Cd1Ge1Se4_kesterite,552,1.677002,2.037838,0.360836,False
K0.5Rb0.5Cs0.5Ag0.5Cd1Ge1Se4_stannite,552,1.148575,1.888577,0.740002,True
K0.5Rb0.5Cs0.5Ag0.5Cd1Ge1Te4_kesterite,552,2.052935,2.939282,0.886347,False
K0.5Rb0.5Cs0.5Ag0.5Cd1Sn1S4_stannite,552,2.166010,3.880161,1.714151,True
K0.5Rb0.5Cs0.5Ag0.5Cd1Sn1Te4_stannite,552,2.637640,2.890305,0.252665,True
K0.5Rb0.5Cs0.5Ag0.5Cd1Zr1S4_stannite,536,2.107480,4.027950,1.920470,False
K0.5Rb0.5Cs0.5Ag0.5Cd1Zr1Se4_stannite,536,1.877202,3.445019,1.567817,False
K0.5Rb0.5Cs0.5Ag0.5Cd1Zr1Te4_stannite,536,3.800635,4.832810,1.032175,False
K0.5Rb0.5Cs0.5Ag0.5Mg1Ge1S4_stannite,472,1.740491,3.830904,2.090413,True
K0.5Rb0.5Cs0.5Ag0.5Mg1Ge1Se4_stannite,472,2.073291,2.732201,0.658910,True
K0.5Rb0.5Cs0.5Ag0.5Mg1Sn1S4_kesterite,472,1.694804,4.394981,2.700177,False
K0.5Rb0.5Cs0.5Ag0.5Mg1Sn1S4_stannite,472,2.071475,3.984884,1.913409,True
K0.5Rb0.5Cs0.5Ag0.5Mg1Sn1Se4_kesterite,472,0.978215,3.489407,2.511192,False
K0.5Rb0.5Cs0.5Ag0.5Mg1Sn1Se4_stannite,472,1.334862,2.305636,0.970774,True
K0.5Rb0.5Cs0.5Ag0.5Mg1Sn1Te4_stannite,472,3.986393,3.981416,0.000000,False
K0.5Rb0.5Cs0.5Ag0.5Mg1Zr1S4_stannite,456,1.440587,3.941641,2.501054,False
K0.5Rb0.5Cs0.5Ag0.5Mg1Zr1Se4_kesterite,456,0.779166,3.333254,2.554088,False
K0.5Rb0.5Cs0.5Ag0.5Mg1Zr1Se4_stannite,456,0.890675,3.048922,2.158247,False
K0.5Rb0.5Cs0.5Ag0.5Mg1Zr1Te4_stannite,456,3.090569,4.624441,1.533872,False
K0.5Rb0.5Cs0.5Ag0.5Sr1Ge1S4_stannite,536,1.255055,3.964794,2.709739,False
K0.5Rb0.5Cs0.5Ag0.5Sr1Sn1S4_stannite,536,0.775235,3.225612,2.450377,True
K0.5Rb0.5Cs0.5Ag0.5Sr1Zr1S4_stannite,520,0.574246,3.856101,3.281855,False
K0.5Rb0.5Cs0.5Ag0.5Sr1Zr1Se4_stannite,520,0.420077,2.999293,2.579216,False
K0.5Rb0.5Cs0.5Ag0.5Zn1Ge1S4_kesterite,552,1.679855,4.594124,2.914269,False
K0.5Rb0.5Cs0.5Ag0.5Zn1Ge1S4_stannite,552,1.681024,3.396092,1.715068,True
K0.5Rb0.5Cs0.5Ag0.5Zn1Ge1Se4_kesterite,552,1.139109,3.223695,2.084586,True
K0.5Rb0.5Cs0.5Ag0.5Zn1Ge1Se4_stannite,552,2.182482,2.566426,0.383944,True
K0.5Rb0.5Cs0.5Ag0.5Zn1Sn1S4_stannite,552,2.222762,3.783006,1.560244,True
K0.5Rb0.5Cs0.5Ag0.5Zn1Sn1Se4_stannite,552,1.221229,2.265654,1.044425,True
K0.5Rb0.5Cs0.5Ag0.5Zn1Sn1Te4_stannite,552,3.131827,2.955097,0.000000,False
K0.5Rb0.5Cs0.5Ag0.5Zn1Zr1S4_stannite,536,2.080933,3.944171,1.863238,False
K0.5Rb0.5Cs0.5Ag0.5Zn1Zr1Se4_stannite,536,1.665742,3.240790,1.575048,False
K0.5Rb0.5Cs0.5Ag0.5Zn1Zr1Te4_stannite,536,3.477686,4.452206,0.974520,False
K0.5Rb0.5Cs0.5Cu0.5Ba1Zr1Se4_kesterite,520,1.489042,3.949518,2.460476,False
K0.5Rb0.5Cs0.5Cu0.5Ba1Zr1Se4_stannite,520,0.630870,3.364257,2.733387,False
K0.5Rb0.5Cs0.5Cu0.5Ca1Ge1S4_stannite,536,3.463502,3.479246,0.015744,True
K0.5Rb0.5Cs0.5Cu0.5Ca1Zr1Te4_kesterite,520,3.325992,5.082202,1.756210,True
K0.5Rb0.5Cs0.5Cu0.5Ca1Zr1Te4_stannite,520,2.012829,3.922696,1.909867,False
K0.5Rb0.5Cs0.5Cu0.5Cd1Ge1S4_stannite,552,1.474896,3.020236,1.545340,False
K0.5Rb0.5Cs0.5Cu0.5Cd1Ge1Se4_stannite,552,0.936036,1.822557,0.886521,True
K0.5Rb0.5Cs0.5Cu0.5Cd1Sn1Se4_stannite,552,1.810908,2.811932,1.001024,False
K0.5Rb0.5Cs0.5Cu0.5Cd1Zr1Se4_stannite,536,1.316051,2.486045,1.169994,True
K0.5Rb0.5Cs0.5Cu0.5Cd1Zr1Te4_stannite,536,1.942752,3.048074,1.105322,False
K0.5Rb0.5Cs0.5Cu0.5Mg0.5Sr0.5Sn1S4_stannite,504,1.583973,3.004167,1.420194,True
K0.5Rb0.5Cs0.5Cu0.5Mg1Ge1S4_stannite,472,1.889247,3.441904,1.552657,True
K0.5Rb0.5Cs0.5Cu0.5Mg1Ge1Se4_stannite,472,1.131416,2.218100,1.086684,True
K0.5Rb0.5Cs0.5Cu0.5Mg1Sn0.5Ge0.5S3Te1_stannite,472,2.558013,3.026458,0.468445,False
K0.5Rb0.5Cs0.5Cu0.5Mg1Sn1S4_stannite,472,1.720809,3.359696,1.638887,True
K0.5Rb0.5Cs0.5Cu0.5Mg1Sn1Se4_kesterite,472,0.842658,3.040107,2.197449,False
K0.5Rb0.5Cs0.5Cu0.5Mg1Sn1Se4_stannite,472,1.258255,2.273230,1.014975,True
K0.5Rb0.5Cs0.5Cu0.5Mg1Zr1S4_stannite,456,4.072998,4.006880,0.000000,False
K0.5Rb0.5Cs0.5Cu0.5Mg1Zr1Te4_stannite,456,1.797235,3.352662,1.555427,False
K0.5Rb0.5Cs0.5Cu0.5Sr1Zr1Se4_kesterite,520,1.257674,3.195178,1.937504,False
K0.5Rb0.5Cs0.5Cu0.5Zn1Ge1Te4_kesterite,552,2.831482,4.143742,1.312260,False
K0.5Rb0.5Cs0.5Cu0.5Zn1Ge1Te4_stannite,552,3.061080,3.060327,0.000000,False
K0.5Rb0.5Cs0.5Cu0.5Zn1Sn1S4_stannite,552,1.985939,3.265541,1.279602,True
K0.5Rb0.5Cs0.5Cu0.5Zn1Zr1S4_kesterite,536,3.836146,3.706802,0.000000,False
K0.5Rb0.5Cs0.5Cu0.5Zn1Zr1S4_stannite,536,1.597555,3.454292,1.856737,True
K0.5Rb0.5Cs0.5Cu0.5Zn1Zr1Se4_stannite,536,1.820538,3.084912,1.264374,False
K0.5Rb0.5Cs1Ba0.5Cd0.5Sn1S4_stannite,536,0.508783,2.372772,1.863989,False
K0.5Rb0.5Cs1Ba1Ge1S4_kesterite,528,0.587772,3.307344,2.719572,False
K0.5Rb0.5Cs1Ba1Ge1S4_stannite,528,0.921246,3.672848,2.751602,True
K0.5Rb0.5Cs1Ba1Sn1S4_kesterite,528,0.715212,3.117961,2.402749,True
K0.5Rb0.5Cs1Ba1Sn1S4_stannite,528,1.073738,3.994380,2.920642,True
K0.5Rb0.5Cs1Ba1Sn1Se4_stannite,528,0.896286,3.314153,2.417867,True
K0.5Rb0.5Cs1Ba1Sn1Te4_stannite,528,1.736144,2.354090,0.617946,True
K0.5Rb0.5Cs1Ba1Zr1S4_kesterite,512,0.969668,4.297527,3.327859,False
K0.5Rb0.5Cs1Ba1Zr1S4_stannite,512,0.794562,4.503754,3.709192,True
K0.5Rb0.5Cs1Ba1Zr1Se4_kesterite,512,0.241320,2.946407,2.705087,False
K0.5Rb0.5Cs1Ba1Zr1Se4_stannite,512,-0.267546,3.085465,3.353011,False
K0.5Rb0.5Cs1Ba1Zr1Te4_stannite,512,2.300994,4.485135,2.184141,False
K0.5Rb0.5Cs1Ca1Sn1S4_stannite,528,1.118028,3.878531,2.760503,True
K0.5Rb0.5Cs1Ca1Zr1S4_kesterite,512,0.934196,4.480750,3.546554,False
K0.5Rb0.5Cs1Ca1Zr1S4_stannite,512,0.754797,3.840183,3.085386,True
K0.5Rb0.5Cs1Ca1Zr1Se4_kesterite,512,0.657086,3.791156,3.134070,False
K0.5Rb0.5Cs1Ca1Zr1Se4_stannite,512,0.725629,3.658657,2.933028,True
K0.5Rb0.5Cs1Ca1Zr1Te4_stannite,512,2.208167,4.419999,2.211832,True
K0.5Rb0.5Cs1Cd1Ge1S4_stannite,544,1.091713,3.460077,2.368364,False
K0.5Rb0.5Cs1Cd1Ge1Se4_stannite,544,1.041914,2.692167,1.650253,False
K0.5Rb0.5Cs1Cd1Sn1S4_stannite,544,0.728577,3.188812,2.460235,True
K0.5Rb0.5Cs1Cd1Sn1Se4_stannite,544,1.519647,3.133653,1.614006,True
K0.5Rb0.5Cs1Cd1Sn1Te4_stannite,544,3.152140,4.237346,1.085206,True
K0.5Rb0.5Cs1Cd1Zr1S4_kesterite,528,0.523703,3.487688,2.963985,False
K0.5Rb0.5Cs1Cd1Zr1S4_stannite,528,1.501750,3.622397,2.120647,True
K0.5Rb0.5Cs1Cd1Zr1Se4_kesterite,528,0.240989,2.649727,2.408738,False
K0.5Rb0.5Cs1Cd1Zr1Se4_stannite,528,1.431845,3.098734,1.666889,True
K0.5Rb0.5Cs1Cd1Zr1Te4_stannite,528,2.301165,3.385291,1.084126,False
K0.5Rb0.5Cs1Mg1Ge1S4_kesterite,464,1.086231,4.710805,3.624574,True
K0.5Rb0.5Cs1Mg1Ge1S4_stannite,464,1.069753,3.864919,2.795166,False
K0.5Rb0.5Cs1Mg1Ge1Te4_stannite,464,2.221150,3.157278,0.936128,True
K0.5Rb0.5Cs1Mg1Sn1S4_stannite,464,1.343047,3.822284,2.479237,False
K0.5Rb0.5Cs1Mg1Sn1Se4_kesterite,464,1.053284,3.575167,2.521883,True
K0.5Rb0.5Cs1Mg1Sn1Se4_stannite,464,0.950861,2.917028,1.966167,False
K0.5Rb0.5Cs1Mg1Sn1Te4_stannite,464,2.829288,4.026509,1.197221,True
K0.5Rb0.5Cs1Mg1Zr1S4_kesterite,448,1.135454,4.597524,3.462070,True
