dir,nelect,vbm,cbm,gap,direct
Cs2Mg1Zr1Te4_stannite,448,3.524483,4.502504,0.978021,True
Cs2Sr0.5Ba0.5Ge1S4_stannite,528,1.456604,3.817479,2.360875,True
Cs2Sr0.5Ba0.5Ge1Se4_stannite,528,1.336344,3.201169,1.864825,True
Cs2Sr0.5Ba0.5Ge1Te4_stannite,528,1.192169,2.509275,1.317106,False
Cs2Sr0.5Ba0.5Sn1S4_kesterite,528,1.253189,4.322690,3.069501,True
Cs2Sr0.5Ba0.5Sn1S4_stannite,528,1.540948,4.114298,2.573350,True
Cs2Sr0.5Ba0.5Zr1S4_kesterite,512,1.024857,4.740062,3.715205,True
Cs2Sr0.5Ba0.5Zr1S4_stannite,512,1.297659,4.571294,3.273635,False
Cs2Sr0.5Ba0.5Zr1Se4_kesterite,512,1.332074,4.500257,3.168183,False
Cs2Sr0.5Ba0.5Zr1Se4_stannite,512,1.659870,4.332034,2.672164,False
Cs2Sr0.5Cd0.5Ge1S4_kesterite,536,1.235327,4.533521,3.298194,True
Cs2Sr0.5Cd0.5Ge1S4_stannite,536,0.702983,3.013501,2.310518,False
Cs2Sr0.5Cd0.5Ge1Se4_stannite,536,0.557427,2.079273,1.521846,True
Cs2Sr0.5Cd0.5Sn1S4_stannite,536,1.842021,3.711931,1.869910,True
Cs2Sr0.5Cd0.5Sn1Se4_stannite,536,1.696941,3.093975,1.397034,True
Cs2Sr0.5Cd0.5Zr1S4_stannite,520,1.763082,3.565136,1.802054,False
Cs2Sr0.5Cd0.5Zr1Te4_stannite,520,3.342635,4.178871,0.836236,False
Cs2Sr0.5Zn0.5Ge1S4_stannite,536,0.914789,3.166918,2.252129,False
Cs2Sr0.5Zn0.5Ge1Se4_stannite,536,0.851874,2.071217,1.219343,True
Cs2Sr0.5Zn0.5Sn1S4_stannite,536,1.811767,3.353100,1.541333,True
Cs2Sr0.5Zn0.5Sn1Se4_kesterite,536,0.238151,2.934152,2.696001,False
Cs2Sr0.5Zn0.5Zr1S4_stannite,520,1.792417,3.381525,1.589108,False
Cs2Sr0.5Zn0.5Zr1Se4_stannite,520,1.527695,2.796232,1.268537,False
Cs2Sr1Ge0.5Zr0.5S4_kesterite,520,0.960931,4.096790,3.135859,True
Cs2Sr1Ge0.5Zr0.5S4_stannite,520,1.236144,3.759317,2.523173,True
Cs2Sr1Ge0.5Zr0.5Se4_kesterite,520,0.743357,3.349756,2.606399,True
Cs2Sr1Ge0.5Zr0.5Se4_stannite,520,1.058326,3.076499,2.018173,True
Cs2Sr1Ge0.5Zr0.5Te4_stannite,520,0.955134,2.382020,1.426886,True
Cs2Sr1Ge1S4_kesterite,132,0.370972,3.894586,3.523614,True
Cs2Sr1Ge1S4_stannite,132,1.135384,3.361887,2.226503,True
Cs2Sr1Ge1Se2Te2_stannite,528,0.688083,2.344580,1.656497,True
Cs2Sr1Ge1Se3Te1_stannite,528,0.971604,2.234836,1.263232,True
Cs2Sr1Ge1Se4_kesterite,132,0.189253,3.003253,2.814000,True
Cs2Sr1Ge1Se4_stannite,132,0.950246,2.487346,1.537100,True
Cs2Sr1Ge1Te4_kesterite,132,2.081521,3.357928,1.276407,False
Cs2Sr1Ge1Te4_stannite,132,2.315282,3.081495,0.766213,True
Cs2Sr1Sn0.5Ge0.5S4_kesterite,528,0.937047,4.103875,3.166828,True
Cs2Sr1Sn0.5Ge0.5S4_stannite,528,1.307714,3.814334,2.506620,True
Cs2Sr1Sn0.5Ge0.5Se4_kesterite,528,0.749699,3.335284,2.585585,True
Cs2Sr1Sn0.5Ge0.5Se4_stannite,528,0.257553,2.154560,1.897007,False
Cs2Sr1Sn0.5Zr0.5S4_kesterite,520,1.124422,4.335490,3.211068,True
Cs2Sr1Sn0.5Zr0.5S4_stannite,520,1.463124,4.022415,2.559291,True
Cs2Sr1Sn0.5Zr0.5Se4_kesterite,520,-0.068872,2.660901,2.729773,True
Cs2Sr1Sn0.5Zr0.5Se4_stannite,520,1.650086,3.615981,1.965895,True
Cs2Sr1Sn1S1Se2Te1_stannite,528,2.187988,3.790070,1.602082,True
Cs2Sr1Sn1S2Se2_stannite,528,1.489636,3.756753,2.267117,True
Cs2Sr1Sn1S3Se1_stannite,528,1.495034,3.925966,2.430932,True
Cs2Sr1Sn1S3Te1_stannite,528,2.492145,4.170538,1.678393,True
Cs2Sr1Sn1S4_kesterite,132,0.459653,4.179346,3.719693,True
Cs2Sr1Sn1S4_stannite,132,1.460250,3.319966,1.859716,True
Cs2Sr1Sn1Se3Te1_stannite,528,2.389954,3.979973,1.590019,True
Cs2Sr1Sn1Se4_kesterite,132,0.370509,3.461983,3.091474,True
Cs2Sr1Sn1Se4_stannite,132,1.137006,2.718350,1.581344,True
Cs2Sr1Sn1Te4_kesterite,132,2.495628,3.862608,1.366980,False
Cs2Sr1Sn1Te4_stannite,132,2.781752,3.686187,0.904435,True
Cs2Sr1Zr1S1Se1Te2_stannite,512,1.031548,3.200721,2.169173,False
Cs2Sr1Zr1S1Se2Te1_stannite,512,1.635577,4.139662,2.504085,False
Cs2Sr1Zr1S1Se3_stannite,512,1.129391,4.092261,2.962870,False
Cs2Sr1Zr1S1Te3_stannite,512,2.195313,4.559958,2.364645,False
Cs2Sr1Zr1S2Se2_kesterite,512,0.937675,4.418100,3.480425,True
Cs2Sr1Zr1S2Se2_stannite,512,1.181906,4.294806,3.112900,False
Cs2Sr1Zr1S2Te2_stannite,512,1.072264,3.552632,2.480368,False
Cs2Sr1Zr1S3Se1_stannite,512,1.260128,4.419391,3.159263,False
Cs2Sr1Zr1S3Te1_stannite,512,2.053129,4.478408,2.425279,False
Cs2Sr1Zr1S4_kesterite,512,0.392189,4.311266,3.919077,True
Cs2Sr1Zr1S4_stannite,512,0.874320,3.763882,2.889562,True
Cs2Sr1Zr1Se2Te2_kesterite,512,2.843841,4.676641,1.832800,False
Cs2Sr1Zr1Se3Te1_stannite,512,2.151920,4.536728,2.384808,False
Cs2Sr1Zr1Se4_kesterite,512,0.399395,3.873428,3.474033,True
Cs2Sr1Zr1Se4_stannite,512,0.819528,3.471521,2.651993,True
Cs2Sr1Zr1Te4_kesterite,512,3.003374,5.335568,2.332194,False
Cs2Zn0.5Cd0.5Ge1S4_stannite,544,1.459960,3.611125,2.151165,True
Cs2Zn0.5Cd0.5Ge1Se4_stannite,544,1.113970,2.487682,1.373712,True
Cs2Zn0.5Cd0.5Sn1S4_stannite,544,1.287186,3.486908,2.199722,False
Cs2Zn0.5Cd0.5Sn1Se4_stannite,544,1.532882,2.413835,0.880953,True
Cs2Zn0.5Cd0.5Zr1S4_kesterite,528,1.164294,3.810137,2.645843,True
Cs2Zn0.5Cd0.5Zr1S4_stannite,528,2.110124,3.716083,1.605959,True
Cs2Zn0.5Cd0.5Zr1Se4_stannite,528,2.002266,3.161073,1.158807,True
Cs2Zn1Ge0.5Zr0.5S4_stannite,536,1.355328,3.538934,2.183606,False
Cs2Zn1Ge0.5Zr0.5Se4_stannite,536,1.909766,2.963633,1.053867,True
Cs2Zn1Ge0.5Zr0.5Te4_stannite,536,2.253634,2.900205,0.646571,True
Cs2Zn1Ge1S1Se2Te1_stannite,544,3.619026,3.301887,0.000000,False
Cs2Zn1Ge1S2Se1Te1_stannite,544,3.401391,3.399824,0.000000,False
Cs2Zn1Ge1S2Se2_kesterite,544,1.639846,4.609486,2.969640,False
Cs2Zn1Ge1S2Te2_kesterite,544,2.087981,2.768493,0.680512,False
Cs2Zn1Ge1S3Se1_stannite,544,1.967038,3.703647,1.736609,True
Cs2Zn1Ge1S3Te1_stannite,544,3.916313,3.549328,0.000000,False
Cs2Zn1Ge1S4_kesterite,136,1.676035,4.885694,3.209659,False
Cs2Zn1Ge1S4_stannite,136,1.771312,2.884711,1.113399,True
Cs2Zn1Ge1Se1Te3_stannite,544,2.424331,2.819064,0.394733,False
Cs2Zn1Ge1Se4_kesterite,136,0.948427,3.966779,3.018352,True
Cs2Zn1Ge1Se4_stannite,136,1.675009,0.902018,0.000000,False
Cs2Zn1Ge1Te4_kesterite,136,2.487430,4.155382,1.667952,False
Cs2Zn1Ge1Te4_stannite,136,2.891360,2.829409,0.000000,False
Cs2Zn1Sn0.5Ge0.5S4_kesterite,544,1.386516,5.037002,3.650486,False
Cs2Zn1Sn0.5Ge0.5S4_stannite,544,1.645729,3.689733,2.044004,True
Cs2Zn1Sn0.5Ge0.5Se4_stannite,544,1.242292,2.642176,1.399884,True
Cs2Zn1Sn0.5Zr0.5S4_stannite,536,2.011441,3.794668,1.783227,True
Cs2Zn1Sn0.5Zr0.5Se4_stannite,536,1.447081,2.637357,1.190276,True
Cs2Zn1Sn1S1Se1Te2_kesterite,544,1.770238,3.981941,2.211703,True
Cs2Zn1Sn1S1Se1Te2_stannite,544,2.953428,3.142271,0.188843,True
Cs2Zn1Sn1S1Se3_kesterite,544,1.297242,4.011119,2.713877,False
Cs2Zn1Sn1S1Se3_stannite,544,2.029172,3.267681,1.238509,True
Cs2Zn1Sn1S2Se1Te1_stannite,544,3.171729,3.669493,0.497764,True
Cs2Zn1Sn1S2Se2_stannite,544,1.985643,3.571899,1.586256,True
Cs2Zn1Sn1S2Te2_stannite,544,2.667385,3.356979,0.689594,False
Cs2Zn1Sn1S3Se1_stannite,544,2.719238,3.716788,0.997550,True
Cs2Zn1Sn1S4_kesterite,136,1.907817,4.812963,2.905146,True
Cs2Zn1Sn1S4_stannite,136,1.802752,2.825031,1.022279,True
Cs2Zn1Sn1Se1Te3_kesterite,544,2.102081,4.140480,2.038399,True
Cs2Zn1Sn1Se2Te2_stannite,544,2.353640,2.765338,0.411698,True
Cs2Zn1Sn1Se4_kesterite,136,1.595425,3.904710,2.309285,True
Cs2Zn1Sn1Se4_stannite,136,1.694722,1.036954,0.000000,False
Cs2Zn1Sn1Te4_kesterite,136,2.480563,4.311872,1.831309,False
Cs2Zn1Sn1Te4_stannite,136,3.256017,2.354992,0.000000,False
Cs2Zn1Zr1S1Se1Te2_stannite,528,1.922252,2.914555,0.992303,False
Cs2Zn1Zr1S1Se2Te1_stannite,528,2.181712,2.864495,0.682783,True
Cs2Zn1Zr1S1Se3_kesterite,528,0.694660,3.317483,2.622823,True
Cs2Zn1Zr1S1Se3_stannite,528,1.914554,3.219966,1.305412,True
Cs2Zn1Zr1S2Se1Te1_stannite,528,2.353331,3.172879,0.819548,True
Cs2Zn1Zr1S2Se2_stannite,528,1.969161,3.380201,1.411040,True
Cs2Zn1Zr1S2Te2_stannite,528,2.255199,3.375412,1.120213,True
Cs2Zn1Zr1S3Se1_stannite,528,2.021746,3.522744,1.500998,True
Cs2Zn1Zr1S3Te1_stannite,528,2.815292,3.792065,0.976773,True
Cs2Zn1Zr1S4_kesterite,528,1.634169,4.587889,2.953720,True
Cs2Zn1Zr1S4_stannite,528,2.051853,3.698800,1.646947,True
Cs2Zn1Zr1Se2Te2_stannite,528,1.749837,2.880624,1.130787,True
Cs2Zn1Zr1Se3Te1_stannite,528,2.383599,3.358358,0.974759,True
Cs2Zn1Zr1Se4_kesterite,528,1.457243,3.878047,2.420804,True
Cs2Zn1Zr1Se4_stannite,528,1.783674,3.063466,1.279792,True
Cs2Zn1Zr1Te4_kesterite,528,3.279091,4.813621,1.534530,True
Cs2Zn1Zr1Te4_stannite,528,1.834192,2.950585,1.116393,True
Cu0.5Ag0.5Al0.5In0.5S1Se1_kesterite,496,3.974336,5.468065,1.493729,True
Cu0.5Ag0.5Al0.5In0.5S1Se1_stannite,496,3.896423,5.317752,1.421329,True
Cu0.5Ag0.5Al0.5In0.5S1Te1_stannite,496,5.210106,5.622396,0.412290,True
Cu0.5Ag0.5Al0.5In0.5S2_stannite,496,4.726142,6.118098,1.391956,True
Cu0.5Ag0.5Al0.5In0.5Se2_kesterite,496,3.525882,4.732836,1.206954,True
Cu0.5Ag0.5Al1S1Te1_stannite,416,5.268466,6.134079,0.865613,True
Cu0.5Ag0.5Al1S2_kesterite,416,3.973462,7.080163,3.106701,True
Cu0.5Ag0.5Al1S2_stannite,416,4.887092,6.995988,2.108896,True
Cu0.5Ag0.5Al1Se1Te1_stannite,416,4.526746,5.496048,0.969302,True
Cu0.5Ag0.5Al1Se2_stannite,416,3.723242,5.233619,1.510377,True
Cu0.5Ag0.5Al1Te2_kesterite,416,4.633601,6.448343,1.814742,True
Cu0.5Ag0.5Al1Te2_stannite,416,4.833462,6.111820,1.278358,True
Cu0.5Ag0.5Ga0.5In0.5S2_kesterite,576,2.308361,3.027313,0.718952,False
Cu0.5Ag0.5Ga0.5In0.5S2_stannite,576,4.356035,5.812563,1.456528,True
Cu0.5Ag0.5Ga0.5In0.5Te2_kesterite,576,4.802934,5.674196,0.871262,True
Cu0.5Ag0.5Ga0.5In0.5Te2_stannite,576,4.848292,5.314082,0.465790,True
Cu0.5Ag0.5Ga1S1Te1_kesterite,576,4.660734,5.883093,1.222359,True
Cu0.5Ag0.5Ga1S1Te1_stannite,576,5.134218,5.286834,0.152616,True
Cu0.5Ag0.5Ga1S2_stannite,576,4.550352,6.028116,1.477764,True
Cu0.5Ag0.5Ga1Se2_stannite,576,3.457736,4.289502,0.831766,True
Cu0.5Ag0.5Ga1Te2_kesterite,576,4.717704,5.749811,1.032107,True
Cu0.5Ag0.5Ga1Te2_stannite,576,4.883552,5.245839,0.362287,True
Cu0.5Ag0.5In1S2_kesterite,576,4.594226,5.632773,1.038547,True
Cu0.5Ag0.5In1S2_stannite,576,3.534131,3.514123,0.000000,False
Cu0.5Ag0.5In1Se1Te1_kesterite,576,4.362379,4.948526,0.586147,True
Cu0.5Ag0.5In1Se1Te1_stannite,576,4.425980,4.736215,0.310235,True
Cu0.5Ag0.5In1Se2_kesterite,576,3.509336,4.270476,0.761140,True
Cu0.5Ag0.5In1Se2_stannite,576,3.676606,4.129288,0.452682,True
Cu0.5Ag0.5In1Te2_kesterite,576,4.829984,5.604519,0.774535,True
Cu0.5Ag0.5In1Te2_stannite,576,4.803920,5.350184,0.546264,True
Cu0.5Ag1.5Ba1Ge1Se4_kesterite,560,2.609240,3.789045,1.179805,False
Cu0.5Ag1.5Ba1Sn1Se4_kesterite,560,2.742246,3.852485,1.110239,False
Cu0.5Ag1.5Ba1Zr1S4_kesterite,544,3.693185,4.978089,1.284904,False
Cu0.5Ag1.5Ba1Zr1Se4_kesterite,544,2.688211,4.440179,1.751968,False
Cu0.5Ag1.5Ba1Zr1Te4_kesterite,544,4.333447,5.588608,1.255161,False
Cu0.5Ag1.5Ca1Ge1S4_kesterite,560,6.013422,5.307102,0.000000,False
Cu0.5Ag1.5Ca1Ge1Se4_stannite,560,2.592439,4.389975,1.797536,True
Cu0.5Ag1.5Ca1Ge1Te4_stannite,560,3.744598,5.061257,1.316659,True
Cu0.5Ag1.5Ca1Sn1S4_stannite,560,5.709478,5.595720,0.000000,False
Cu0.5Ag1.5Ca1Sn1Se4_kesterite,560,2.820802,4.112315,1.291513,True
Cu0.5Ag1.5Ca1Sn1Se4_stannite,560,2.766701,4.225494,1.458793,True
Cu0.5Ag1.5Ca1Sn1Te4_kesterite,560,4.694962,5.799866,1.104904,True
Cu0.5Ag1.5Ca1Sn1Te4_stannite,560,3.893747,5.085599,1.191852,True
Cu0.5Ag1.5Ca1Zr1S4_stannite,544,3.574728,5.745388,2.170660,True
Cu0.5Ag1.5Ca1Zr1Se4_kesterite,544,1.963151,4.333708,2.370557,True
Cu0.5Ag1.5Ca1Zr1Se4_stannite,544,2.736556,4.702772,1.966216,True
Cu0.5Ag1.5Ca1Zr1Te4_stannite,544,4.312476,5.634815,1.322339,True
Cu0.5Ag1.5Cd1Ge1S4_kesterite,576,3.419027,5.092262,1.673235,True
Cu0.5Ag1.5Cd1Ge1S4_stannite,576,3.351355,4.967495,1.616140,True
Cu0.5Ag1.5Cd1Ge1Se4_kesterite,576,2.893703,3.849321,0.955618,True
Cu0.5Ag1.5Cd1Ge1Se4_stannite,576,3.049226,3.719894,0.670668,True
Cu0.5Ag1.5Cd1Ge1Te4_kesterite,576,5.031834,5.833469,0.801635,True
Cu0.5Ag1.5Cd1Ge1Te4_stannite,576,5.126863,5.683567,0.556704,True
Cu0.5Ag1.5Cd1Sn1S4_kesterite,576,3.785321,4.954585,1.169264,True
Cu0.5Ag1.5Cd1Sn1S4_stannite,576,3.844553,4.859181,1.014628,True
Cu0.5Ag1.5Cd1Sn1Se4_kesterite,576,3.205420,3.951487,0.746067,True
Cu0.5Ag1.5Cd1Sn1Se4_stannite,576,3.227221,3.866843,0.639622,True
Cu0.5Ag1.5Cd1Sn1Te4_kesterite,576,5.404281,6.198517,0.794236,True
Cu0.5Ag1.5Cd1Zr1S4_stannite,560,3.789901,5.380950,1.591049,True
Cu0.5Ag1.5Cd1Zr1Se4_kesterite,560,4.729451,4.657577,0.000000,False
Cu0.5Ag1.5Cd1Zr1Se4_stannite,560,2.943967,4.489382,1.545415,False
Cu0.5Ag1.5Cd1Zr1Te4_kesterite,560,4.753750,5.777950,1.024200,True
Cu0.5Ag1.5Mg1Ge1S4_kesterite,496,6.128496,6.178034,0.049538,False
Cu0.5Ag1.5Mg1Ge1S4_stannite,496,3.522659,5.511526,1.988867,True
Cu0.5Ag1.5Mg1Ge1Se4_kesterite,496,2.870583,4.252654,1.382071,True
Cu0.5Ag1.5Mg1Ge1Se4_stannite,496,2.907134,4.078615,1.171481,True
Cu0.5Ag1.5Mg1Ge1Te4_kesterite,496,4.681939,5.659523,0.977584,True
Cu0.5Ag1.5Mg1Ge1Te4_stannite,496,4.919902,5.680010,0.760108,True
Cu0.5Ag1.5Mg1Sn1S4_kesterite,496,3.409900,5.392223,1.982323,False
Cu0.5Ag1.5Mg1Sn1S4_stannite,496,4.000688,5.271501,1.270813,True
Cu0.5Ag1.5Mg1Sn1Se4_kesterite,496,3.101125,4.179597,1.078472,True
Cu0.5Ag1.5Mg1Sn1Se4_stannite,496,3.075055,4.037143,0.962088,True
Cu0.5Ag1.5Mg1Sn1Te4_kesterite,496,4.844449,5.895679,1.051230,True
Cu0.5Ag1.5Mg1Sn1Te4_stannite,496,4.995669,5.754666,0.758997,True
Cu0.5Ag1.5Mg1Zr1S4_stannite,480,4.023766,5.881926,1.858160,True
Cu0.5Ag1.5Mg1Zr1Se4_kesterite,480,4.978055,4.902344,0.000000,False
Cu0.5Ag1.5Mg1Zr1Se4_stannite,480,2.577817,4.808056,2.230239,True
Cu0.5Ag1.5Mg1Zr1Te4_kesterite,480,4.121612,5.680780,1.559168,True
Cu0.5Ag1.5Mg1Zr1Te4_stannite,480,4.399232,5.751068,1.351836,True
Cu0.5Ag1.5Sr1Sn1Se4_kesterite,560,2.711804,3.891311,1.179507,True
Cu0.5Ag1.5Sr1Sn1Te4_stannite,560,4.558091,5.955559,1.397468,True
Cu0.5Ag1.5Zn0.5Cd0.5Ge1S3Te1_kesterite,576,4.239366,5.292866,1.053500,True
Cu0.5Ag1.5Zn1Ge1S4_stannite,576,3.949239,5.464952,1.515713,True
Cu0.5Ag1.5Zn1Ge1Se4_kesterite,576,2.919472,4.195789,1.276317,True
Cu0.5Ag1.5Zn1Ge1Se4_stannite,576,3.313809,3.918098,0.604289,True
Cu0.5Ag1.5Zn1Ge1Te4_kesterite,576,5.075449,5.949234,0.873785,True
Cu0.5Ag1.5Zn1Ge1Te4_stannite,576,5.277756,5.528146,0.250390,True
Cu0.5Ag1.5Zn1Sn1S4_kesterite,576,4.049582,5.420706,1.371124,True
Cu0.5Ag1.5Zn1Sn1S4_stannite,576,4.048254,5.266854,1.218600,True
Cu0.5Ag1.5Zn1Sn1Se4_kesterite,576,3.236113,4.180407,0.944294,True
Cu0.5Ag1.5Zn1Sn1Se4_stannite,576,3.396506,3.984769,0.588263,True
Cu0.5Ag1.5Zn1Sn1Te4_kesterite,576,5.341233,6.235594,0.894361,True
Cu0.5Ag1.5Zn1Sn1Te4_stannite,576,5.453130,5.836708,0.383578,True
Cu0.5Ag1.5Zn1Zr1S4_kesterite,560,5.883806,5.661963,0.000000,False
Cu0.5Ag1.5Zn1Zr1S4_stannite,560,4.113285,5.651363,1.538078,False
Cu0.5Ag1.5Zn1Zr1Se4_kesterite,560,4.890955,4.682658,0.000000,False
Cu0.5Ag1.5Zn1Zr1Se4_stannite,560,2.813966,4.544166,1.730200,False
Cu0.5Ag1.5Zn1Zr1Te4_kesterite,560,4.732175,5.728305,0.996130,True
Cu0.5Ag1.5Zn1Zr1Te4_stannite,560,4.685322,5.702103,1.016781,True
Cu1.5Ag0.5Ba1Ge1S4_kesterite,560,5.558665,4.927305,0.000000,False
Cu1.5Ag0.5Ba1Ge1S4_stannite,560,4.074338,6.022280,1.947942,True
Cu1.5Ag0.5Ba1Ge1Se4_kesterite,560,2.906373,3.789312,0.882939,False
Cu1.5Ag0.5Ba1Ge1Te4_kesterite,560,4.783111,4.969064,0.185953,False
Cu1.5Ag0.5Ba1Sn1S4_kesterite,560,5.117673,4.307150,0.000000,False
Cu1.5Ag0.5Ba1Sn1Se4_kesterite,560,3.025344,4.052142,1.026798,True
Cu1.5Ag0.5Ba1Sn1Se4_stannite,560,3.684455,4.475470,0.791015,True
Cu1.5Ag0.5Ba1Sn1Te4_kesterite,560,5.220552,5.748348,0.527796,True
Cu1.5Ag0.5Ba1Sn1Te4_stannite,560,5.132544,6.354195,1.221651,True
Cu1.5Ag0.5Ba1Zr1S4_kesterite,544,3.449055,4.944589,1.495534,True
Cu1.5Ag0.5Ba1Zr1S4_stannite,544,4.371419,6.173340,1.801921,True
Cu1.5Ag0.5Ba1Zr1Se4_kesterite,544,3.194800,4.522650,1.327850,True
Cu1.5Ag0.5Ba1Zr1Te4_stannite,544,4.874412,5.858701,0.984289,True
Cu1.5Ag0.5Ca0.5Zn0.5Ge1S1Se2Te1_kesterite,568,3.588716,4.542305,0.953589,True
Cu1.5Ag0.5Ca0.5Zn0.5Ge1S1Se2Te1_stannite,568,3.568433,4.581491,1.013058,True
Cu1.5Ag0.5Ca1Ge1Se4_kesterite,560,2.574025,3.871420,1.297395,True
Cu1.5Ag0.5Ca1Ge1Se4_stannite,560,2.791812,4.644759,1.852947,True
Cu1.5Ag0.5Ca1Ge1Te4_kesterite,560,4.774048,5.513267,0.739219,True
Cu1.5Ag0.5Ca1Ge1Te4_stannite,560,4.864479,6.068566,1.204087,True
Cu1.5Ag0.5Ca1Sn1S4_kesterite,560,3.480292,5.270487,1.790195,True
Cu1.5Ag0.5Ca1Sn1S4_stannite,560,4.890374,5.750775,0.860401,True
Cu1.5Ag0.5Ca1Sn1Se4_kesterite,560,2.833049,3.784427,0.951378,True
Cu1.5Ag0.5Ca1Sn1Se4_stannite,560,2.686958,4.074764,1.387806,True
Cu1.5Ag0.5Ca1Sn1Te4_kesterite,560,5.219554,6.076330,0.856776,True
Cu1.5Ag0.5Ca1Sn1Te4_stannite,560,5.127366,6.382234,1.254868,True
Cu1.5Ag0.5Ca1Zr1S4_kesterite,544,5.838366,5.532077,0.000000,False
Cu1.5Ag0.5Ca1Zr1S4_stannite,544,3.756370,5.841516,2.085146,True
Cu1.5Ag0.5Ca1Zr1Se4_kesterite,544,3.178218,4.703563,1.525345,False
Cu1.5Ag0.5Ca1Zr1Se4_stannite,544,2.433919,4.560087,2.126168,True
Cu1.5Ag0.5Ca1Zr1Te4_stannite,544,4.861500,5.925489,1.063989,True
Cu1.5Ag0.5Cd1Ge1S4_kesterite,576,3.512860,5.398902,1.886042,True
Cu1.5Ag0.5Cd1Ge1S4_stannite,576,3.906640,5.338928,1.432288,True
Cu1.5Ag0.5Cd1Ge1Se4_kesterite,576,3.093540,4.029738,0.936198,True
Cu1.5Ag0.5Cd1Ge1Se4_stannite,576,3.129133,3.952963,0.823830,True
Cu1.5Ag0.5Cd1Ge1Te4_kesterite,576,4.427455,4.825764,0.398309,True
Cu1.5Ag0.5Cd1Ge1Te4_stannite,576,4.400500,4.814066,0.413566,True
Cu1.5Ag0.5Cd1Sn1S4_kesterite,576,4.157274,5.263036,1.105762,True
Cu1.5Ag0.5Cd1Sn1S4_stannite,576,4.206033,5.237468,1.031435,True
Cu1.5Ag0.5Cd1Sn1Se4_kesterite,576,3.552085,4.219671,0.667586,True
Cu1.5Ag0.5Cd1Sn1Se4_stannite,576,3.571209,4.170404,0.599195,True
Cu1.5Ag0.5Cd1Sn1Te4_kesterite,576,5.776177,6.409700,0.633523,True
Cu1.5Ag0.5Cd1Sn1Te4_stannite,576,5.745430,6.418018,0.672588,True
Cu1.5Ag0.5Cd1Zr1S4_stannite,560,3.938236,5.593545,1.655309,True
Cu1.5Ag0.5Cd1Zr1Se4_stannite,560,3.191857,4.682650,1.490793,True
Cu1.5Ag0.5Cd1Zr1Te4_kesterite,560,5.019601,6.116470,1.096869,True
Cu1.5Ag0.5Cd1Zr1Te4_stannite,560,4.014121,4.952432,0.938311,True
Cu1.5Ag0.5Mg0.5Ca0.5Sn0.5Ge0.5S1Se2Te1_kesterite,528,3.938311,4.685580,0.747269,True
Cu1.5Ag0.5Mg1Ge1S4_kesterite,496,3.915745,5.991259,2.075514,True
Cu1.5Ag0.5Mg1Ge1S4_stannite,496,4.040453,5.900470,1.860017,True
Cu1.5Ag0.5Mg1Ge1Se4_kesterite,496,2.934446,4.423557,1.489111,True
Cu1.5Ag0.5Mg1Ge1Se4_stannite,496,3.110443,4.365584,1.255141,True
Cu1.5Ag0.5Mg1Ge1Te4_kesterite,496,5.038705,5.808694,0.769989,True
Cu1.5Ag0.5Mg1Ge1Te4_stannite,496,5.038127,5.847833,0.809706,True
Cu1.5Ag0.5Mg1Sn1S4_kesterite,496,3.954671,5.739535,1.784864,True
Cu1.5Ag0.5Mg1Sn1S4_stannite,496,4.067786,5.679089,1.611303,True
Cu1.5Ag0.5Mg1Sn1Se4_kesterite,496,3.450503,4.445529,0.995026,True
Cu1.5Ag0.5Mg1Sn1Se4_stannite,496,3.411824,4.436071,1.024247,True
Cu1.5Ag0.5Mg1Sn1Te4_kesterite,496,5.418123,6.258504,0.840381,True
Cu1.5Ag0.5Mg1Sn1Te4_stannite,496,5.395065,6.300855,0.905790,True
Cu1.5Ag0.5Mg1Zr1S4_kesterite,480,6.119578,6.001995,0.000000,False
Cu1.5Ag0.5Mg1Zr1S4_stannite,480,4.043416,6.004970,1.961554,True
Cu1.5Ag0.5Mg1Zr1Se4_kesterite,480,2.955552,4.778605,1.823053,True
Cu1.5Ag0.5Mg1Zr1Se4_stannite,480,3.250219,4.897187,1.646968,True
Cu1.5Ag0.5Mg1Zr1Te4_kesterite,480,4.541825,6.046406,1.504581,True
Cu1.5Ag0.5Mg1Zr1Te4_stannite,480,4.801570,6.043533,1.241963,True
Cu1.5Ag0.5Sr0.5Ba0.5Sn0.5Ge0.5Se3Te1_stannite,560,4.036385,4.968927,0.932542,True
Cu1.5Ag0.5Sr0.5Zn0.5Ge1S1Se1Te2_kesterite,568,3.828454,4.701110,0.872656,True
Cu1.5Ag0.5Sr0.5Zn0.5Ge1S1Se1Te2_stannite,568,3.281868,4.001909,0.720041,True
Cu1.5Ag0.5Sr1Ge1Te4_kesterite,560,4.196678,4.792765,0.596087,True
Cu1.5Ag0.5Sr1Ge1Te4_stannite,560,4.893596,6.020121,1.126525,True
Cu1.5Ag0.5Sr1Sn1S4_kesterite,560,5.472908,4.741004,0.000000,False
Cu1.5Ag0.5Sr1Sn1S4_stannite,560,4.939337,6.286166,1.346829,True
Cu1.5Ag0.5Sr1Sn1Se4_stannite,560,3.044431,4.542438,1.498007,True
Cu1.5Ag0.5Sr1Zr1S4_kesterite,544,3.860313,5.276115,1.415802,False
Cu1.5Ag0.5Sr1Zr1Se4_stannite,544,3.068519,4.784747,1.716228,True
Cu1.5Ag0.5Sr1Zr1Te4_kesterite,544,3.674075,4.825339,1.151264,False
