compound,defect,cdir,nelect,F,conv,lat_match
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,V_Rb,Neutral,2331.0000,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Zn_S,Charged+1,2345,-.11550635E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Zn_S,Charged+2,2344,-.11572711E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Zn_S,Charged-1,2347,-.11486352E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Zn_S,Charged-2,2348,-.11455747E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Zn_S,Neutral,2346.0000,-.11523264E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Zn_i,Charged+1,2351,-.11622201E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Zn_i,Charged+2,2350,-.11646067E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Zn_i,Charged-1,2353,-.11534512E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Zn_i,Charged-2,2354,-.11494728E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1S3Te1_kesterite,Zn_i,Neutral,2352.0000,-.11569782E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Ge_i,Charged+1,2353,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Ge_i,Charged+2,2352,-.10843369E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Ge_i,Charged-1,2355,-.10783846E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Ge_i,Charged-2,2356,-.10739939E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Ge_i,Neutral,2354.0000,-.10814386E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Rb_Se,Charged+1,2342,-.10780218E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Rb_Se,Charged+2,2341,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Rb_Se,Charged-1,2344,-.10721373E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Rb_Se,Charged-2,2345,-.10680501E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Rb_Se,Neutral,2343.0000,-.10746007E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Se_i,Charged+1,2345,-.10821159E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Se_i,Charged+2,2344,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Se_i,Charged-1,2347,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Se_i,Charged-2,2348,-.10708332E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Se_i,Neutral,2346.0000,-.10800156E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Te_K,Charged+1,2330,-.10726335E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Te_K,Charged+2,2329,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Te_K,Charged-1,2332,-.10696285E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Te_K,Charged-2,2333,-.10657382E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Te_K,Neutral,2331.0000,-.10704049E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,V_K,Charged+1,2330,-.10728602E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,V_K,Charged+2,2329,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,V_K,Charged-1,2332,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,V_K,Charged-2,2333,-.10667841E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,V_K,Neutral,2331.0000,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Zn_K,Charged+1,2330,-.10722584E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Zn_K,Charged+2,2329,-.10749441E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Zn_K,Charged-1,2332,-.10715098E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Zn_K,Charged-2,2333,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Zn_K,Neutral,2331.0000,-.10716594E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Zn_i,Charged+1,2351,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Zn_i,Charged+2,2350,-.10817591E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Zn_i,Charged-1,2353,-.10736017E+04,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Zn_i,Charged-2,2354,,0,0
K0.5Rb0.5Ag1Mg0.5Zn0.5Ge1Se3Te1_kesterite,Zn_i,Neutral,2352.0000,-.10753867E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ag_K,Charged+1,2150,-.12365169E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ag_K,Charged+2,2149,-.12385836E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ag_K,Charged-1,2152,-.12324580E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ag_K,Charged-2,2153,-.12280772E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ag_K,Neutral,2151.0000,-.12339116E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ag_i,Charged+1,2170,-.12453541E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ag_i,Charged+2,2169,,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ag_i,Charged-1,2172,,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ag_i,Charged-2,2173,-.12338125E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ag_i,Neutral,2171.0000,-.12414746E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_K,Charged+1,2150,-.12369372E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_K,Charged+2,2149,-.12393387E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_K,Charged-1,2152,-.12319188E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_K,Charged-2,2153,-.12278532E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_K,Neutral,2151.0000,-.12345347E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_Mg,Charged+1,2171,-.12401834E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_Mg,Charged+2,2170,-.12450773E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_Mg,Charged-1,2173,-.12347619E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_Mg,Charged-2,2174,-.12305578E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_Mg,Neutral,2172.0000,-.12388437E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_i,Charged+1,2173,-.12443086E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_i,Charged+2,2172,-.12476270E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_i,Charged-1,2175,-.12389020E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_i,Charged-2,2176,-.12355150E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Ge_i,Neutral,2174.0000,-.12425109E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_Mg,Charged+1,2166,,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_Mg,Charged+2,2165,-.12416826E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_Mg,Charged-1,2168,-.12348917E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_Mg,Charged-2,2169,-.12305080E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_Mg,Neutral,2167.0000,-.12368655E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_S,Charged+1,2162,-.12398084E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_S,Charged+2,2161,-.12423026E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_S,Charged-1,2164,-.12301487E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_S,Charged-2,2165,-.12270231E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_S,Neutral,2163.0000,-.12344528E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_i,Charged+1,2168,-.12430720E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_i,Charged+2,2167,-.12444685E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_i,Charged-1,2170,-.12369840E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_i,Charged-2,2171,-.12326916E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,K_i,Neutral,2169.0000,-.12397947E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Mg_Rb,Charged+1,2150,-.12354280E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Mg_Rb,Charged+2,2149,-.12387084E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Mg_Rb,Charged-1,2152,-.12306825E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Mg_Rb,Charged-2,2153,-.12267488E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Mg_Rb,Neutral,2151.0000,-.12331218E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Rb_i,Charged+1,2168,-.12404882E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Rb_i,Charged+2,2167,-.12454233E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Rb_i,Charged-1,2170,-.12362059E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Rb_i,Charged-2,2171,-.12313723E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,Rb_i,Neutral,2169.0000,-.12388813E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,S_Ag,Charged+1,2148,-.12363026E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,S_Ag,Charged+2,2147,-.12383576E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,S_Ag,Charged-1,2150,-.12317986E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,S_Ag,Charged-2,2151,-.12275579E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,S_Ag,Neutral,2149.0000,-.12341712E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,S_Mg,Charged+1,2157,-.12352528E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,S_Mg,Charged+2,2156,-.12375937E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,S_Mg,Charged-1,2159,-.12301580E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,S_Mg,Charged-2,2160,-.12284209E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,S_Mg,Neutral,2158.0000,-.12325668E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,V_Rb,Charged+1,2150,-.12367496E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,V_Rb,Charged+2,2149,-.12392737E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,V_Rb,Charged-1,2152,-.12321357E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,V_Rb,Charged-2,2153,-.12280922E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_kesterite,V_Rb,Neutral,2151.0000,-.12344525E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,Mg_K,Charged+1,2150,-.12335242E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,Mg_K,Charged+2,2149,-.12361405E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,Mg_K,Charged-1,2152,-.12281404E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,Mg_K,Charged-2,2153,-.12245300E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,Mg_K,Neutral,2151.0000,-.12308839E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,V_Ge,Charged+1,2145,-.12280622E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,V_Ge,Charged+2,2144,-.12307831E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,V_Ge,Charged-1,2147,-.12229505E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,V_Ge,Charged-2,2148,-.12192842E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,V_Ge,Neutral,2146.0000,-.12254043E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,V_Rb,Charged+1,2150,-.12335951E+04,0,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,V_Rb,Charged+2,2149,-.12363163E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,V_Rb,Charged-1,2152,-.12283111E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,V_Rb,Charged-2,2153,-.12247460E+04,1,0
K0.5Rb0.5Ag1Mg1Ge1S4_stannite,V_Rb,Neutral,2151.0000,-.12310300E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Ag_Ge,Charged+1,2516,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Ag_Ge,Charged+2,2515,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Ag_Ge,Charged-1,2518,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Ag_Ge,Charged-2,2519,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Ag_Ge,Neutral,2517.0000,-.11877541E+04,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Ge_S,Charged+1,2527,-.11925010E+04,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Ge_S,Charged+2,2526,-.11954290E+04,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Ge_S,Charged-1,2529,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Ge_S,Charged-2,2530,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Ge_S,Neutral,2528.0000,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,K_Ag,Charged+1,2517,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,K_Ag,Charged+2,2516,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,K_Ag,Charged-1,2519,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,K_Ag,Charged-2,2520,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,K_Ag,Neutral,2518.0000,-.11940838E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Rb_Zn,Charged+1,2516,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Rb_Zn,Charged+2,2515,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Rb_Zn,Charged-1,2518,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Rb_Zn,Charged-2,2519,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,Rb_Zn,Neutral,2517.0000,-.11887784E+04,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,S_Zn,Charged+1,2507,-.11867211E+04,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,S_Zn,Charged+2,2506,-.11824454E+04,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,S_Zn,Charged-1,2509,-.11806786E+04,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,S_Zn,Charged-2,2510,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_kesterite,S_Zn,Neutral,2508.0000,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Ag_S,Charged+1,2524,-.11802184E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Ag_S,Charged+2,2523,-.11832832E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Ag_S,Charged-1,2526,-.11847892E+04,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Ag_S,Charged-2,2527,,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Ag_S,Neutral,2525.0000,-.11884539E+04,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Ag_i,Charged+1,2530,-.11855439E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Ag_i,Charged+2,2529,-.11886472E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Ag_i,Charged-1,2532,-.11782925E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Ag_i,Charged-2,2533,-.11742366E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Ag_i,Neutral,2531.0000,-.11819368E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,K_Ge,Charged+1,2514,-.11785691E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,K_Ge,Charged+2,2513,0.28751498E+03,0,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,K_Ge,Charged-1,2516,-.11725934E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,K_Ge,Charged-2,2517,-.11693430E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,K_Ge,Neutral,2515.0000,-.11754800E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Rb_Ag,Charged+1,2517,-.11811318E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Rb_Ag,Charged+2,2516,-.11841174E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Rb_Ag,Charged-1,2519,-.11745191E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Rb_Ag,Charged-2,2520,-.11708674E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,Rb_Ag,Neutral,2518.0000,-.11781369E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,S_Rb,Charged+1,2510,-.11807167E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,S_Rb,Charged+2,2509,-.11836693E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,S_Rb,Charged-1,2512,-.11747382E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,S_Rb,Charged-2,2513,-.11711527E+04,1,0
K0.5Rb0.5Ag1Zn1Ge1S4_stannite,S_Rb,Neutral,2511.0000,-.11777699E+04,1,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Ga_i,Charged+1,2100,-.11456054E+04,1,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Ga_i,Charged+2,2099,-.11477450E+04,1,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Ga_i,Charged-1,2102,-.11608594E+04,1,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Ga_i,Charged-2,2103,-.11579155E+04,1,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Ga_i,Neutral,2101.0000,-.11621058E+04,1,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Se_Ga,Charged+1,2074,-.11351263E+04,1,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Se_Ga,Charged+2,2073,-.11366843E+04,1,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Se_Ga,Charged-1,2076,-.11330319E+04,1,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Se_Ga,Charged-2,2077,-.11313539E+04,1,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Se_Ga,Neutral,2075.0000,-.11431434E+04,0,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Se_i,Charged+1,2093,-.11548391E+04,0,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Se_i,Charged+2,2092,-.11483438E+04,0,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Se_i,Charged-1,2095,-.11411161E+04,1,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Se_i,Charged-2,2096,-.11387699E+04,1,0
K0.5Rb0.5Al0.5Ga0.5Se2_stannite,Se_i,Neutral,2094.0000,-.11637602E+04,1,0
K0.5Rb0.5Al1S2_kesterite,S_i,Charged+1,1733,-.13697414E+04,1,0
K0.5Rb0.5Al1S2_kesterite,S_i,Charged+2,1732,-.13712329E+04,1,0
K0.5Rb0.5Al1S2_kesterite,S_i,Charged-1,1735,-.13645109E+04,1,0
K0.5Rb0.5Al1S2_kesterite,S_i,Charged-2,1736,-.13605613E+04,1,0
K0.5Rb0.5Al1S2_kesterite,S_i,Neutral,1734.0000,-.13679053E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Al_K,Charged+1,1718,-.11531440E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Al_K,Charged+2,1717,-.11547018E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Al_K,Charged-1,1720,-.11498841E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Al_K,Charged-2,1721,-.11458794E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Al_K,Neutral,1719.0000,-.11515204E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Al_Se,Charged+1,1724,-.11568869E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Al_Se,Charged+2,1723,-.11576801E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Al_Se,Charged-1,1726,-.11484318E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Al_Se,Charged-2,1727,-.11446572E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Al_Se,Neutral,1725.0000,-.11521593E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Te_K,Charged+1,1718,-.11530991E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Te_K,Charged+2,1717,-.11546768E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Te_K,Charged-1,1720,-.11498717E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Te_K,Charged-2,1721,-.11458417E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,Te_K,Neutral,1719.0000,-.11515048E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,V_Te,Charged+1,1721,-.11555428E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,V_Te,Charged+2,1720,-.11588200E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,V_Te,Charged-1,1723,-.11469158E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,V_Te,Charged-2,1724,-.11429754E+04,1,0
K0.5Rb0.5Al1Se1Te1_kesterite,V_Te,Neutral,1722.0000,-.11508192E+04,1,0
K0.5Rb0.5Al1Se1Te1_stannite,K_Al,Charged+1,1733,-.11159835E+04,1,0
K0.5Rb0.5Al1Se1Te1_stannite,K_Al,Charged+2,1732,-.11185238E+04,1,0
K0.5Rb0.5Al1Se1Te1_stannite,K_Al,Charged-1,1735,-.11107449E+04,1,0
K0.5Rb0.5Al1Se1Te1_stannite,K_Al,Charged-2,1736,-.11080428E+04,1,0
K0.5Rb0.5Al1Se1Te1_stannite,K_Al,Neutral,1734.0000,-.11133804E+04,1,0
K0.5Rb0.5Al1Se1Te1_stannite,Rb_Al,Charged+1,1733,-.11160045E+04,1,0
K0.5Rb0.5Al1Se1Te1_stannite,Rb_Al,Charged+2,1732,-.11185554E+04,1,0
K0.5Rb0.5Al1Se1Te1_stannite,Rb_Al,Charged-1,1735,-.11107581E+04,1,0
K0.5Rb0.5Al1Se1Te1_stannite,Rb_Al,Charged-2,1736,-.11080576E+04,1,0
K0.5Rb0.5Al1Se1Te1_stannite,Rb_Al,Neutral,1734.0000,-.11134037E+04,1,0
K0.5Rb0.5Al1Se1Te1_stannite,V_Se,Charged+1,1721,-.11123402E+04,1,0
K0.5Rb0.5Al1Se1Te1_stannite,V_Se,Charged+2,1720,-.11158298E+04,0,0
K0.5Rb0.5Al1Se1Te1_stannite,V_Se,Charged-1,1723,-.11053511E+04,1,0
K0.5Rb0.5Al1Se1Te1_stannite,V_Se,Charged-2,1724,-.11023492E+04,1,0
K0.5Rb0.5Al1Se1Te1_stannite,V_Se,Neutral,1722.0000,-.11083398E+04,1,0
K0.5Rb0.5Al1Se2_kesterite,Al_Se,Charged+1,1724,-.12347311E+04,1,0
K0.5Rb0.5Al1Se2_kesterite,Al_Se,Charged+2,1723,-.12365228E+04,1,0
K0.5Rb0.5Al1Se2_kesterite,Al_Se,Charged-1,1726,-.12282288E+04,1,0
K0.5Rb0.5Al1Se2_kesterite,Al_Se,Charged-2,1727,-.12244607E+04,1,0
K0.5Rb0.5Al1Se2_kesterite,Al_Se,Neutral,1725.0000,-.12315733E+04,1,0
K0.5Rb0.5Al1Se2_stannite,Al_Rb,Charged+1,1718,-.11937107E+04,1,0
K0.5Rb0.5Al1Se2_stannite,Al_Rb,Charged+2,1717,-.11954107E+04,1,0
K0.5Rb0.5Al1Se2_stannite,Al_Rb,Charged-1,1720,-.11901404E+04,1,0
K0.5Rb0.5Al1Se2_stannite,Al_Rb,Charged-2,1721,-.11874101E+04,1,0
K0.5Rb0.5Al1Se2_stannite,Al_Rb,Neutral,1719.0000,-.11920559E+04,1,0
