compound,defect,cdir,nelect,F,conv,lat_match
Cu2Mg1Sn1S1Se3_kesterite,Cu_Sn,Neutral,2229.0000,-.12459088E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,Mg_Sn,Charged+1,2219,-.12496319E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,Mg_Sn,Charged+2,2218,-.12536588E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,Mg_Sn,Charged-1,2221,-.12415338E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,Mg_Sn,Charged-2,2222,-.12374641E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,Mg_Sn,Neutral,2220.0000,-.12455883E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,Mg_i,Charged+1,2233,-.12531315E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,Mg_i,Charged+2,2232,-.12572501E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,Mg_i,Charged-1,2235,-.12444450E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,Mg_i,Charged-2,2236,-.12399098E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,Mg_i,Neutral,2234.0000,-.12489788E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,S_Cu,Charged+1,2226,-.12493851E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,S_Cu,Charged+2,2225,-.12533595E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,S_Cu,Charged-1,2228,-.12412291E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,S_Cu,Charged-2,2229,-.12351473E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,S_Cu,Neutral,2227.0000,-.12453177E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,S_i,Charged+1,2237,,0,0
Cu2Mg1Sn1S1Se3_kesterite,S_i,Charged+2,2236,,0,0
Cu2Mg1Sn1S1Se3_kesterite,S_i,Charged-1,2239,-.12157904E+04,0,0
Cu2Mg1Sn1S1Se3_kesterite,S_i,Charged-2,2240,-.12389467E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,S_i,Neutral,2238.0000,,0,0
Cu2Mg1Sn1S1Se3_kesterite,Se_Cu,Charged+1,2220,-.12462131E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,Se_Cu,Charged+2,2219,-.12502363E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,Se_Cu,Charged-1,2222,-.12381122E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,Se_Cu,Charged-2,2223,-.12340274E+04,1,0
Cu2Mg1Sn1S1Se3_kesterite,Se_Cu,Neutral,2221.0000,-.12421712E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,Mg_Te,Charged+1,2227,-.11587205E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,Mg_Te,Charged+2,2226,-.11637629E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,Mg_Te,Charged-1,2229,-.11484383E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,Mg_Te,Charged-2,2230,-.11432098E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,Mg_Te,Neutral,2228.0000,-.11536041E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,S_Sn,Charged+1,2223,-.11599276E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,S_Sn,Charged+2,2222,-.11649018E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,S_Sn,Charged-1,2225,-.11498117E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,S_Sn,Charged-2,2226,-.11446802E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,S_Sn,Neutral,2224.0000,-.11549019E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,S_i,Charged+1,2237,-.11648846E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,S_i,Charged+2,2236,-.11699018E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,S_i,Charged-1,2239,-.11547067E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,S_i,Charged-2,2240,-.11495341E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,S_i,Neutral,2238.0000,-.11598153E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,Te_Cu,Charged+1,2220,-.11574044E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,Te_Cu,Charged+2,2219,-.11623439E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,Te_Cu,Charged-1,2222,-.11474049E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,Te_Cu,Charged-2,2223,-.11423334E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,Te_Cu,Neutral,2221.0000,-.11524347E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,V_S,Charged+1,2225,-.11556892E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,V_S,Charged+2,2224,-.11606829E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,V_S,Charged-1,2227,-.11455783E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,V_S,Charged-2,2228,-.11404408E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,V_S,Neutral,2226.0000,-.11506483E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,V_Sn,Charged+1,2217,-.11554145E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,V_Sn,Charged+2,2216,-.11602894E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,V_Sn,Charged-1,2219,-.11455055E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,V_Sn,Charged-2,2220,-.11404808E+04,1,0
Cu2Mg1Sn1S1Te3_stannite,V_Sn,Neutral,2218.0000,-.11505054E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,Cu_S,Charged+1,2236,-.12768815E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,Cu_S,Charged+2,2235,-.12812254E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,Cu_S,Charged-1,2238,-.12679512E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,Cu_S,Charged-2,2239,-.12631661E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,Cu_S,Neutral,2237.0000,-.12724253E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,Mg_Se,Charged+1,2227,-.12761083E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,Mg_Se,Charged+2,2226,-.12805181E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,Mg_Se,Charged-1,2229,-.12676418E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,Mg_Se,Charged-2,2230,-.12631177E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,Mg_Se,Neutral,2228.0000,-.12716467E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,S_Sn,Charged+1,2223,-.12771402E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,S_Sn,Charged+2,2222,-.12814394E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,S_Sn,Charged-1,2225,-.12683687E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,S_Sn,Charged-2,2226,-.12638770E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,S_Sn,Neutral,2224.0000,-.12728055E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,V_S,Charged+1,2225,-.12733966E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,V_S,Charged+2,2224,-.12776986E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,V_S,Charged-1,2227,-.12646369E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,V_S,Charged-2,2228,-.12601552E+04,1,0
Cu2Mg1Sn1S2Se2_kesterite,V_S,Neutral,2226.0000,-.12690659E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,Mg_S,Charged+1,2227,-.12762754E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,Mg_S,Charged+2,2226,-.12807477E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,Mg_S,Charged-1,2229,-.12663704E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,Mg_S,Charged-2,2230,-.12614570E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,Mg_S,Neutral,2228.0000,-.12717864E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,Mg_i,Charged+1,2233,-.12823935E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,Mg_i,Charged+2,2232,-.12868619E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,Mg_i,Charged-1,2235,-.12730273E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,Mg_i,Charged-2,2236,-.12682901E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,Mg_i,Neutral,2234.0000,-.12779010E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,S_Sn,Charged+1,2223,-.12779097E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,S_Sn,Charged+2,2222,-.12822693E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,S_Sn,Charged-1,2225,-.12690435E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,S_Sn,Charged-2,2226,-.12645175E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,S_Sn,Neutral,2224.0000,-.12735248E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,V_S,Charged+1,2225,-.12741541E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,V_S,Charged+2,2224,-.12785136E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,V_S,Charged-1,2227,-.12652923E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,V_S,Charged-2,2228,-.12607847E+04,1,0
Cu2Mg1Sn1S2Se2_stannite,V_S,Neutral,2226.0000,-.12697442E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Cu_Se,Charged+1,2236,-.13071493E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Cu_Se,Charged+2,2235,-.13117857E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Cu_Se,Charged-1,2238,-.12978523E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Cu_Se,Charged-2,2239,-.12929873E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Cu_Se,Neutral,2237.0000,-.13023198E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Sn_Cu,Charged+1,2234,-.13078866E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Sn_Cu,Charged+2,2233,-.13125777E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Sn_Cu,Charged-1,2236,-.12980581E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Sn_Cu,Charged-2,2237,-.12926482E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Sn_Cu,Neutral,2235.0000,-.13029840E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Sn_i,Charged+1,2245,-.13110094E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Sn_i,Charged+2,2244,-.13158645E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Sn_i,Charged-1,2247,-.13017665E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Sn_i,Charged-2,2248,-.12966844E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,Sn_i,Neutral,2246.0000,-.13067865E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,V_S,Charged+1,2225,-.13024926E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,V_S,Charged+2,2224,-.13070759E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,V_S,Charged-1,2227,-.12930447E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,V_S,Charged-2,2228,-.12881773E+04,1,0
Cu2Mg1Sn1S3Se1_kesterite,V_S,Neutral,2226.0000,-.12978695E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Cu_S,Charged+1,2236,-.13067419E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Cu_S,Charged+2,2235,-.13114218E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Cu_S,Charged-1,2238,-.12969947E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Cu_S,Charged-2,2239,-.12918518E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Cu_S,Neutral,2237.0000,-.13018785E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Cu_Se,Charged+1,2236,-.13075453E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Cu_Se,Charged+2,2235,-.13122235E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Cu_Se,Charged-1,2238,-.12977636E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Cu_Se,Charged-2,2239,-.12926631E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Cu_Se,Neutral,2237.0000,-.13026762E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Mg_S,Charged+1,2227,-.13053983E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Mg_S,Charged+2,2226,-.13102365E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Mg_S,Charged-1,2229,-.12947126E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Mg_S,Charged-2,2230,-.12898927E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,Mg_S,Neutral,2228.0000,-.13005779E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,S_i,Charged+1,2237,-.13123192E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,S_i,Charged+2,2236,-.13171191E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,S_i,Charged-1,2239,-.13027247E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,S_i,Charged-2,2240,-.12977905E+04,1,0
Cu2Mg1Sn1S3Se1_stannite,S_i,Neutral,2238.0000,-.13076027E+04,1,0
Cu2Mg1Sn1S4_kesterite,S_Cu,Charged+1,2220,-.13336808E+04,1,0
Cu2Mg1Sn1S4_kesterite,S_Cu,Charged+2,2219,-.13385082E+04,1,0
Cu2Mg1Sn1S4_kesterite,S_Cu,Charged-1,2222,-.13240130E+04,1,0
Cu2Mg1Sn1S4_kesterite,S_Cu,Charged-2,2223,-.13188185E+04,1,0
Cu2Mg1Sn1S4_kesterite,S_Cu,Neutral,2221.0000,-.13288540E+04,1,0
Cu2Mg1Sn1S4_kesterite,S_Mg,Charged+1,2229,-.13337761E+04,1,0
Cu2Mg1Sn1S4_kesterite,S_Mg,Charged+2,2228,-.13385936E+04,1,0
Cu2Mg1Sn1S4_kesterite,S_Mg,Charged-1,2231,-.13240451E+04,1,0
Cu2Mg1Sn1S4_kesterite,S_Mg,Charged-2,2232,-.13190964E+04,1,0
Cu2Mg1Sn1S4_kesterite,S_Mg,Neutral,2230.0000,-.13289286E+04,1,0
Cu2Mg1Sn1S4_stannite,S_Cu,Charged+1,2220,-.13343807E+04,1,0
Cu2Mg1Sn1S4_stannite,S_Cu,Charged+2,2219,-.13392405E+04,1,0
Cu2Mg1Sn1S4_stannite,S_Cu,Charged-1,2222,-.13245472E+04,1,0
Cu2Mg1Sn1S4_stannite,S_Cu,Charged-2,2223,-.13193504E+04,1,0
Cu2Mg1Sn1S4_stannite,S_Cu,Neutral,2221.0000,-.13294875E+04,1,0
Cu2Mg1Sn1S4_stannite,V_Cu,Charged+1,2220,-.13343760E+04,1,0
Cu2Mg1Sn1S4_stannite,V_Cu,Charged+2,2219,-.13392379E+04,1,0
Cu2Mg1Sn1S4_stannite,V_Cu,Charged-1,2222,-.13245310E+04,1,0
Cu2Mg1Sn1S4_stannite,V_Cu,Charged-2,2223,-.13193487E+04,1,0
Cu2Mg1Sn1S4_stannite,V_Cu,Neutral,2221.0000,-.13294845E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Cu_i,Charged+1,2242,-.12269647E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Cu_i,Charged+2,2241,-.12308559E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Cu_i,Charged-1,2244,-.12191058E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Cu_i,Charged-2,2245,-.12146663E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Cu_i,Neutral,2243.0000,-.12230533E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Se_Cu,Charged+1,2220,-.12187059E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Se_Cu,Charged+2,2219,-.12225172E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Se_Cu,Charged-1,2222,-.12110365E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Se_Cu,Charged-2,2223,-.12071741E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Se_Cu,Neutral,2221.0000,-.12148802E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Se_Sn,Charged+1,2217,-.12164650E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Se_Sn,Charged+2,2216,-.12202128E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Se_Sn,Charged-1,2219,-.12088201E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Se_Sn,Charged-2,2220,-.12049424E+04,1,0
Cu2Mg1Sn1Se4_kesterite,Se_Sn,Neutral,2218.0000,-.12126681E+04,1,0
Cu2Mg1Sn1Se4_stannite,Mg_Cu,Charged+1,2222,-.12232837E+04,1,0
Cu2Mg1Sn1Se4_stannite,Mg_Cu,Charged+2,2221,-.12271749E+04,1,0
Cu2Mg1Sn1Se4_stannite,Mg_Cu,Charged-1,2224,-.12154317E+04,1,0
Cu2Mg1Sn1Se4_stannite,Mg_Cu,Charged-2,2225,-.12108473E+04,1,0
Cu2Mg1Sn1Se4_stannite,Mg_Cu,Neutral,2223.0000,-.12193924E+04,1,0
Cu2Mg1Sn1Se4_stannite,Se_Cu,Charged+1,2220,-.12195210E+04,1,0
Cu2Mg1Sn1Se4_stannite,Se_Cu,Charged+2,2219,-.12233591E+04,1,0
Cu2Mg1Sn1Se4_stannite,Se_Cu,Charged-1,2222,-.12118210E+04,1,0
Cu2Mg1Sn1Se4_stannite,Se_Cu,Charged-2,2223,-.12079327E+04,1,0
Cu2Mg1Sn1Se4_stannite,Se_Cu,Neutral,2221.0000,-.12156863E+04,1,0
Cu2Mg1Sn1Se4_stannite,V_Mg,Charged+1,2229,-.12198908E+04,1,0
Cu2Mg1Sn1Se4_stannite,V_Mg,Charged+2,2228,-.12237209E+04,1,0
Cu2Mg1Sn1Se4_stannite,V_Mg,Charged-1,2231,-.12121671E+04,1,0
Cu2Mg1Sn1Se4_stannite,V_Mg,Charged-2,2232,-.12082729E+04,1,0
Cu2Mg1Sn1Se4_stannite,V_Mg,Neutral,2230.0000,-.12160389E+04,1,0
Cu2Mg1Zr1Te4_kesterite,Cu_Zr,Charged+1,2147,-.13057152E+04,1,0
Cu2Mg1Zr1Te4_kesterite,Cu_Zr,Charged+2,2146,-.13099048E+04,1,0
Cu2Mg1Zr1Te4_kesterite,Cu_Zr,Charged-1,2149,-.12971160E+04,1,0
Cu2Mg1Zr1Te4_kesterite,Cu_Zr,Charged-2,2150,-.12926072E+04,1,0
Cu2Mg1Zr1Te4_kesterite,Cu_Zr,Neutral,2148.0000,-.13014683E+04,1,0
Cu2Mg1Zr1Te4_stannite,Mg_Zr,Charged+1,2149,-.13101698E+04,1,0
Cu2Mg1Zr1Te4_stannite,Mg_Zr,Charged+2,2148,-.13143926E+04,1,0
Cu2Mg1Zr1Te4_stannite,Mg_Zr,Charged-1,2151,-.13016667E+04,1,0
Cu2Mg1Zr1Te4_stannite,Mg_Zr,Charged-2,2152,-.12973468E+04,1,0
Cu2Mg1Zr1Te4_stannite,Mg_Zr,Neutral,2150.0000,-.13059492E+04,1,0
Cu2Mg1Zr1Te4_stannite,Mg_i,Charged+1,2161,-.13207182E+04,1,0
Cu2Mg1Zr1Te4_stannite,Mg_i,Charged+2,2160,-.13256215E+04,1,0
Cu2Mg1Zr1Te4_stannite,Mg_i,Charged-1,2163,-.13107831E+04,1,0
Cu2Mg1Zr1Te4_stannite,Mg_i,Charged-2,2164,-.13057259E+04,1,0
Cu2Mg1Zr1Te4_stannite,Mg_i,Neutral,2162.0000,-.13157700E+04,1,0
Cu2Mg1Zr1Te4_stannite,Te_Zr,Charged+1,2147,-.13059742E+04,1,0
Cu2Mg1Zr1Te4_stannite,Te_Zr,Charged+2,2146,-.13101659E+04,1,0
Cu2Mg1Zr1Te4_stannite,Te_Zr,Charged-1,2149,-.12971638E+04,1,0
Cu2Mg1Zr1Te4_stannite,Te_Zr,Charged-2,2150,-.12926140E+04,1,0
Cu2Mg1Zr1Te4_stannite,Te_Zr,Neutral,2148.0000,-.13017218E+04,1,0
Cu2Mg1Zr1Te4_stannite,V_Te,Charged+1,2153,-.13119524E+04,1,0
Cu2Mg1Zr1Te4_stannite,V_Te,Charged+2,2152,-.13169218E+04,1,0
Cu2Mg1Zr1Te4_stannite,V_Te,Charged-1,2155,-.13032171E+04,1,0
Cu2Mg1Zr1Te4_stannite,V_Te,Charged-2,2156,-.12983030E+04,1,0
Cu2Mg1Zr1Te4_stannite,V_Te,Neutral,2154.0000,-.13080681E+04,1,0
Cu2Sr1Ge1S4_kesterite,Cu_S,Charged+1,2524,-.13833207E+04,1,0
Cu2Sr1Ge1S4_kesterite,Cu_S,Charged+2,2523,-.13871358E+04,1,0
Cu2Sr1Ge1S4_kesterite,Cu_S,Charged-1,2526,-.13745379E+04,1,0
Cu2Sr1Ge1S4_kesterite,Cu_S,Charged-2,2527,-.13697147E+04,1,0
Cu2Sr1Ge1S4_kesterite,Cu_S,Neutral,2525.0000,-.13789516E+04,1,0
Cu2Sr1Ge1S4_stannite,Cu_Sr,Charged+1,2509,-.14087641E+04,1,0
Cu2Sr1Ge1S4_stannite,Cu_Sr,Charged+2,2508,-.14134458E+04,1,0
Cu2Sr1Ge1S4_stannite,Cu_Sr,Charged-1,2511,-.13992020E+04,1,0
Cu2Sr1Ge1S4_stannite,Cu_Sr,Charged-2,2512,-.13942960E+04,1,0
Cu2Sr1Ge1S4_stannite,Cu_Sr,Neutral,2510.0000,-.14040357E+04,1,0
Cu2Sr1Ge1S4_stannite,Ge_Cu,Charged+1,2522,-.14154799E+04,1,0
Cu2Sr1Ge1S4_stannite,Ge_Cu,Charged+2,2521,-.14204306E+04,1,0
Cu2Sr1Ge1S4_stannite,Ge_Cu,Charged-1,2524,-.14042462E+04,1,0
Cu2Sr1Ge1S4_stannite,Ge_Cu,Charged-2,2525,-.13984578E+04,1,0
Cu2Sr1Ge1S4_stannite,Ge_Cu,Neutral,2523.0000,-.14098552E+04,1,0
Cu2Sr1Ge1S4_stannite,S_Cu,Charged+1,2508,-.14112462E+04,1,0
Cu2Sr1Ge1S4_stannite,S_Cu,Charged+2,2507,-.14159490E+04,1,0
Cu2Sr1Ge1S4_stannite,S_Cu,Charged-1,2510,-.14014685E+04,1,0
Cu2Sr1Ge1S4_stannite,S_Cu,Charged-2,2511,-.13958086E+04,1,0
Cu2Sr1Ge1S4_stannite,S_Cu,Neutral,2509.0000,-.14063927E+04,1,0
Cu2Sr1Ge1S4_stannite,S_Ge,Charged+1,2505,-.14070178E+04,1,0
Cu2Sr1Ge1S4_stannite,S_Ge,Charged+2,2504,-.14117377E+04,1,0
Cu2Sr1Ge1S4_stannite,S_Ge,Charged-1,2507,-.13973218E+04,1,0
Cu2Sr1Ge1S4_stannite,S_Ge,Charged-2,2508,-.13923721E+04,1,0
Cu2Sr1Ge1S4_stannite,S_Ge,Neutral,2506.0000,-.14022051E+04,1,0
Cu2Sr1Ge1S4_stannite,V_S,Charged+1,2513,-.14095420E+04,1,0
Cu2Sr1Ge1S4_stannite,V_S,Charged+2,2512,-.14143749E+04,1,0
Cu2Sr1Ge1S4_stannite,V_S,Charged-1,2515,-.13989857E+04,1,0
Cu2Sr1Ge1S4_stannite,V_S,Charged-2,2516,-.13932827E+04,1,0
Cu2Sr1Ge1S4_stannite,V_S,Neutral,2514.0000,-.14046558E+04,1,0
Cu2Sr1Ge1Se4_stannite,Cu_i,Charged+1,2530,-.12978466E+04,1,0
Cu2Sr1Ge1Se4_stannite,Cu_i,Charged+2,2529,-.13022212E+04,1,0
Cu2Sr1Ge1Se4_stannite,Cu_i,Charged-1,2532,-.12890359E+04,1,0
Cu2Sr1Ge1Se4_stannite,Cu_i,Charged-2,2533,-.12846011E+04,1,0
Cu2Sr1Ge1Se4_stannite,Cu_i,Neutral,2531.0000,-.12934514E+04,1,0
Cu2Sr1Ge1Se4_stannite,Se_Cu,Charged+1,2508,-.12908837E+04,1,0
Cu2Sr1Ge1Se4_stannite,Se_Cu,Charged+2,2507,-.12948645E+04,1,0
Cu2Sr1Ge1Se4_stannite,Se_Cu,Charged-1,2510,-.12822362E+04,1,0
Cu2Sr1Ge1Se4_stannite,Se_Cu,Charged-2,2511,-.12778685E+04,1,0
Cu2Sr1Ge1Se4_stannite,Se_Cu,Neutral,2509.0000,-.12865963E+04,1,0
Cu2Sr1Sn1S4_stannite,Sr_S,Charged+1,2523,-.13774901E+04,1,0
Cu2Sr1Sn1S4_stannite,Sr_S,Charged+2,2522,-.13824609E+04,1,0
Cu2Sr1Sn1S4_stannite,Sr_S,Charged-1,2525,-.13667537E+04,1,0
Cu2Sr1Sn1S4_stannite,Sr_S,Charged-2,2526,-.13611618E+04,1,0
Cu2Sr1Sn1S4_stannite,Sr_S,Neutral,2524.0000,-.13723381E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Cu_Te,Charged+1,2596,-.12229941E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Cu_Te,Charged+2,2595,-.12276420E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Cu_Te,Charged-1,2598,-.12135644E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Cu_Te,Charged-2,2599,-.12087515E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Cu_Te,Neutral,2597.0000,-.12183102E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Ge_Se,Charged+1,2599,-.12226420E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Ge_Se,Charged+2,2598,-.12273526E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Ge_Se,Charged-1,2601,-.12130851E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Ge_Se,Charged-2,2602,-.12082611E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Ge_Se,Neutral,2600.0000,-.12178876E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,S_Ge,Charged+1,2583,-.12205096E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,S_Ge,Charged+2,2582,-.12252276E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,S_Ge,Charged-1,2585,-.12109500E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,S_Ge,Charged-2,2586,-.12061264E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,S_Ge,Neutral,2584.0000,-.12157542E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Se_Zn,Charged+1,2579,-.12210959E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Se_Zn,Charged+2,2578,-.12257609E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Se_Zn,Charged-1,2581,-.12116153E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Se_Zn,Charged-2,2582,-.12068359E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Se_Zn,Neutral,2580.0000,-.12163705E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_Se,Charged+1,2591,-.12225957E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_Se,Charged+2,2590,-.12273407E+04,1,0
