compound,structure,eform_ev_atom,edecomp_ev_fu,gap_prescreen_ev,theory
K1.5Cs0.5Ba1Zr1S4,stannite,-1.3694,1.1043,2.974,PBEsol
K1.5Cs0.5Ba1Zr1Se4,kesterite,-1.2257,1.723,2.419,PBEsol
K1.5Cs0.5Ba1Zr1Se4,stannite,-1.2266,1.716,2.616,PBEsol
K1.5Cs0.5Ba1Zr1Te4,kesterite,-0.9099,1.8812,1.835,PBEsol
K1.5Cs0.5Ba1Zr1Te4,stannite,-0.8968,1.9858,2.066,PBEsol
K1.5Cs0.5Ca1Ge1S4,stannite,-0.9997,0.5709,2.094,PBEsol
K1.5Cs0.5Ca1Ge1Se4,stannite,-0.8649,1.2954,1.556,PBEsol
K1.5Cs0.5Ca1Sn1S4,kesterite,-1.0279,0.6211,2.566,PBEsol
K1.5Cs0.5Ca1Sn1S4,stannite,-0.9888,0.934,2.044,PBEsol
K1.5Cs0.5Ca1Sn1Se4,kesterite,-0.9169,1.2561,2.046,PBEsol
K1.5Cs0.5Ca1Sn1Se4,stannite,-0.8804,1.5479,1.542,PBEsol
K1.5Cs0.5Ca1Zr1S4,kesterite,-1.4185,0.9156,3.057,PBEsol
K1.5Cs0.5Ca1Zr1S4,stannite,-1.3841,1.1908,2.85,PBEsol
K1.5Cs0.5Ca1Zr1Se4,stannite,-1.2339,1.6759,2.429,PBEsol
K1.5Cs0.5Ca1Zr1Te4,kesterite,-0.9466,1.3696,1.997,PBEsol
K1.5Cs0.5Ca1Zr1Te4,stannite,-0.7083,3.2765,1.856,PBEsol
K1.5Cs0.5Cd1Ge1S4,kesterite,-0.7189,-0.3509,2.313,PBEsol
K1.5Cs0.5Cd1Ge1S4,stannite,-0.638,0.2964,1.417,PBEsol
K1.5Cs0.5Cd1Ge1Se4,stannite,-0.522,1.0691,0.881,PBEsol
K1.5Cs0.5Cd1Sn1S4,stannite,-0.5847,0.9981,1.414,PBEsol
K1.5Cs0.5Cd1Sn1Se4,kesterite,-0.5285,1.3938,1.716,PBEsol
K1.5Cs0.5Cd1Sn1Se4,stannite,-0.4583,1.9557,0.89,PBEsol
K1.5Cs0.5Cd1Sn1Te4,stannite,-0.4519,,0.348,PBEsol
K1.5Cs0.5Cd1Zr1S4,kesterite,-1.0281,0.8709,2.356,PBEsol
K1.5Cs0.5Cd1Zr1S4,stannite,-0.9642,1.3814,1.571,PBEsol
K1.5Cs0.5Cd1Zr1Se4,kesterite,-0.8445,1.8219,1.923,PBEsol
K1.5Cs0.5Cd1Zr1Se4,stannite,-0.7897,2.2599,1.202,PBEsol
K1.5Cs0.5Cd1Zr1Te4,kesterite,-0.269,4.2405,1.272,PBEsol
K1.5Cs0.5Cd1Zr1Te4,stannite,-0.6125,1.4923,0.703,PBEsol
K1.5Cs0.5Mg1Ge1S4,kesterite,-0.9455,-0.4189,2.797,PBEsol
K1.5Cs0.5Mg1Ge1S4,stannite,-0.8469,0.3699,1.631,PBEsol
K1.5Cs0.5Mg1Ge1Se4,kesterite,-0.8006,0.1704,2.029,PBEsol
K1.5Cs0.5Mg1Ge1Se4,stannite,-0.7141,0.8623,1.136,PBEsol
K1.5Cs0.5Mg1Sn1S4,kesterite,-0.9174,0.0814,2.44,PBEsol
K1.5Cs0.5Mg1Sn1S4,stannite,-0.8414,0.6898,1.636,PBEsol
K1.5Cs0.5Mg1Sn1Se4,kesterite,-0.8094,0.4763,1.86,PBEsol
K1.5Cs0.5Mg1Sn1Se4,stannite,-0.7395,1.0352,1.075,PBEsol
K1.5Cs0.5Mg1Zr1S4,kesterite,-1.3576,-0.0202,2.846,PBEsol
K1.5Cs0.5Mg1Zr1S4,stannite,-1.2683,0.6941,2.138,PBEsol
K1.5Cs0.5Mg1Zr1Se4,kesterite,-1.1429,0.7645,2.312,PBEsol
K1.5Cs0.5Mg1Zr1Se4,stannite,-1.0824,1.2483,1.694,PBEsol
K1.5Cs0.5Mg1Zr1Te4,kesterite,-0.6372,2.1886,1.615,PBEsol
K1.5Cs0.5Mg1Zr1Te4,stannite,-0.5927,2.544,1.194,PBEsol
K1.5Cs0.5Sr1Sn1S4,kesterite,-1.092,0.0969,2.384,PBEsol
K1.5Cs0.5Sr1Sn1S4,stannite,-1.0565,0.3809,2.033,PBEsol
K1.5Cs0.5Sr1Sn1Se4,kesterite,-0.8786,1.6373,1.939,PBEsol
K1.5Cs0.5Sr1Sn1Se4,stannite,-0.8611,1.7775,1.629,PBEsol
K1.5Cs0.5Sr1Zr1S4,stannite,-1.3816,1.1994,3.062,PBEsol
K1.5Cs0.5Sr1Zr1Se4,stannite,-1.2344,1.7473,2.654,PBEsol
K1.5Cs0.5Sr1Zr1Te4,kesterite,-0.9611,1.4379,2.068,PBEsol
K1.5Cs0.5Sr1Zr1Te4,stannite,-0.7018,3.5122,2.056,PBEsol
K1.5Cs0.5Zn1Ge1S4,stannite,-0.6592,0.5213,1.363,PBEsol
K1.5Cs0.5Zn1Ge1Se4,stannite,-0.5365,1.174,0.718,PBEsol
K1.5Cs0.5Zn1Ge1Te4,kesterite,-0.354,,0.001,PBEsol
K1.5Cs0.5Zn1Sn1S4,kesterite,-0.8604,-0.8123,2.238,PBEsol
K1.5Cs0.5Zn1Sn1S4,stannite,-0.6662,0.7407,1.312,PBEsol
K1.5Cs0.5Zn1Sn1Se2Te2,kesterite,-0.6813,,1.371,PBEsol
K1.5Cs0.5Zn1Sn1Se2Te2,stannite,-0.4662,,0.271,PBEsol
K1.5Cs0.5Zn1Sn1Se4,kesterite,-0.6496,0.6456,1.674,PBEsol
K1.5Cs0.5Zn1Sn1Se4,stannite,-0.5576,1.3814,0.73,PBEsol
K1.5Cs0.5Zn1Sn1Te4,stannite,-0.4226,,0.181,PBEsol
K1.5Cs0.5Zn1Zr1S4,kesterite,-1.1254,0.4867,2.151,PBEsol
K1.5Cs0.5Zn1Zr1S4,stannite,-1.0308,1.244,1.447,PBEsol
K1.5Cs0.5Zn1Zr1Se4,kesterite,-0.9606,1.1137,1.699,PBEsol
K1.5Cs0.5Zn1Zr1Se4,stannite,-0.9897,0.8805,1.0,PBEsol
K1.5Cs0.5Zn1Zr1Te4,kesterite,-0.441,2.9149,1.031,PBEsol
K1.5Cs0.5Zn1Zr1Te4,stannite,-0.616,1.5146,0.551,PBEsol
K1.5Cu0.5Ba0.5Zn0.5Sn1S4,kesterite,-0.8291,0.0379,0.943,PBEsol
K1.5Cu0.5Ba1Sn1Te4,kesterite,-0.4171,,1.17,PBEsol
K1.5Cu0.5Ca1Zr1S4,kesterite,-1.3555,0.753,1.573,PBEsol
K1.5Cu0.5Ca1Zr1Se4,kesterite,-1.1574,1.5022,1.555,PBEsol
K1.5Cu0.5Cd1Ge1Se4,kesterite,-0.5906,-0.2644,0.83,PBEsol
K1.5Cu0.5Cd1Ge1Se4,stannite,-0.4952,0.4988,0.113,PBEsol
K1.5Cu0.5Cd1Ge1Te4,kesterite,-0.1332,,1.129,PBEsol
K1.5Cu0.5Cd1Zr1Se4,stannite,-0.8638,0.8825,0.881,PBEsol
K1.5Cu0.5Mg1Sn0.5Ge0.5S3Se1,stannite,-0.7679,0.252,0.841,PBEsol
K1.5Cu0.5Sr1Zr1Se4,kesterite,-1.234,0.9656,1.381,PBEsol
K1.5Cu0.5Zn0.5Cd0.5Sn1Te4,stannite,-0.2766,,0.035,PBEsol
K1.5Cu0.5Zn1Ge1Te4,stannite,-0.2449,,0.308,PBEsol
K1.5Cu0.5Zn1Sn0.5Ge0.5S3Se1,stannite,-0.5987,0.3155,0.512,PBEsol
K1.5Cu0.5Zn1Sn1Te4,stannite,-0.1785,,0.143,PBEsol
K1.5Cu0.5Zn1Zr1Se4,kesterite,-0.8806,0.9683,1.095,PBEsol
K1.5Cu0.5Zn1Zr1Se4,stannite,-0.8545,1.1772,0.862,PBEsol
K1.5Cu0.5Zn1Zr1Te4,stannite,-0.4998,1.5731,0.456,PBEsol
K1.5Rb0.5Ba1Ge1S4,kesterite,-1.0068,0.2838,2.111,PBEsol
K1.5Rb0.5Ba1Ge1S4,stannite,-1.0001,0.3373,2.22,PBEsol
K1.5Rb0.5Ba1Ge1Se4,kesterite,-0.9925,0.2169,1.774,PBEsol
K1.5Rb0.5Ba1Sn1S4,kesterite,-0.9728,0.8322,2.366,PBEsol
K1.5Rb0.5Ba1Sn1S4,stannite,-0.9746,0.8177,2.389,PBEsol
K1.5Rb0.5Ba1Sn1Se4,kesterite,-0.8617,1.6397,1.875,PBEsol
K1.5Rb0.5Ba1Sn1Se4,stannite,-0.8661,1.6049,1.902,PBEsol
K1.5Rb0.5Ba1Zr1S4,kesterite,-1.3763,1.0233,2.908,PBEsol
K1.5Rb0.5Ba1Zr1S4,stannite,-1.3766,1.0206,3.043,PBEsol
K1.5Rb0.5Ba1Zr1Se4,kesterite,-1.2317,1.6357,2.568,PBEsol
K1.5Rb0.5Ba1Zr1Se4,stannite,-1.3482,0.7036,2.619,PBEsol
K1.5Rb0.5Ba1Zr1Te4,kesterite,-0.4604,5.4365,1.253,PBEsol
K1.5Rb0.5Ba1Zr1Te4,stannite,-0.8923,1.9815,1.979,PBEsol
K1.5Rb0.5Ca0.5Zn0.5Sn1Se3Te1,kesterite,-0.6796,,0.681,PBEsol
K1.5Rb0.5Ca0.5Zn0.5Sn1Se3Te1,stannite,-0.6742,,0.178,PBEsol
K1.5Rb0.5Ca1Ge1S4,stannite,-1.0016,0.5297,2.259,PBEsol
K1.5Rb0.5Ca1Zr1S4,kesterite,-1.4224,0.859,3.197,PBEsol
K1.5Rb0.5Ca1Zr1S4,stannite,-1.3923,1.0998,2.99,PBEsol
K1.5Rb0.5Ca1Zr1Se4,kesterite,-1.2662,1.3782,2.793,PBEsol
K1.5Rb0.5Ca1Zr1Se4,stannite,-1.241,1.5795,2.537,PBEsol
K1.5Rb0.5Ca1Zr1Te4,stannite,-0.7176,3.1612,1.958,PBEsol
K1.5Rb0.5Cd1Ge1S4,stannite,-0.6526,0.153,1.477,PBEsol
K1.5Rb0.5Cd1Ge1Se4,stannite,-0.5639,0.6948,0.939,PBEsol
K1.5Rb0.5Cd1Ge1Te4,kesterite,-0.5075,,1.103,PBEsol
K1.5Rb0.5Cd1Sn1S4,stannite,-0.6036,0.8213,1.652,PBEsol
K1.5Rb0.5Cd1Sn1Se4,stannite,-0.48,1.7427,1.123,PBEsol
K1.5Rb0.5Cd1Sn1Te4,stannite,-0.4229,,0.541,PBEsol
K1.5Rb0.5Cd1Zr1S4,kesterite,-1.1419,-0.0661,2.425,PBEsol
K1.5Rb0.5Cd1Zr1S4,stannite,-0.9804,1.2259,1.691,PBEsol
K1.5Rb0.5Cd1Zr1Se4,kesterite,-1.0295,0.3021,1.943,PBEsol
K1.5Rb0.5Cd1Zr1Se4,stannite,-0.8091,2.0658,1.296,PBEsol
K1.5Rb0.5Cd1Zr1Te4,kesterite,-0.7027,0.7304,1.04,PBEsol
K1.5Rb0.5Cd1Zr1Te4,stannite,-0.6475,1.1717,0.585,PBEsol
K1.5Rb0.5Mg1Ge1S4,stannite,-0.9041,-0.1135,1.557,PBEsol
K1.5Rb0.5Mg1Ge1Se4,stannite,-0.7374,0.637,1.145,PBEsol
K1.5Rb0.5Mg1Ge1Te4,stannite,-0.4937,,0.34,PBEsol
K1.5Rb0.5Mg1Sn1S4,stannite,-0.9275,-0.0247,1.587,PBEsol
K1.5Rb0.5Mg1Sn1Se4,kesterite,-0.8206,0.3478,2.041,PBEsol
K1.5Rb0.5Mg1Sn1Se4,stannite,-0.7568,0.8576,1.267,PBEsol
K1.5Rb0.5Mg1Sn1Te4,kesterite,-0.3716,,1.465,PBEsol
K1.5Rb0.5Mg1Zr1S4,kesterite,-1.3019,0.3995,2.91,PBEsol
K1.5Rb0.5Mg1Zr1S4,stannite,-1.2404,0.8913,2.237,PBEsol
K1.5Rb0.5Mg1Zr1Se4,kesterite,-1.1442,0.7146,2.422,PBEsol
K1.5Rb0.5Mg1Zr1Se4,stannite,-1.0925,1.1287,1.805,PBEsol
K1.5Rb0.5Mg1Zr1Te4,kesterite,-0.6395,2.1292,1.731,PBEsol
K1.5Rb0.5Mg1Zr1Te4,stannite,-0.6061,2.3965,1.256,PBEsol
K1.5Rb0.5Sr1Ge1Se4,stannite,-0.8723,1.2726,1.829,PBEsol
K1.5Rb0.5Sr1Sn1S4,stannite,-0.9916,0.8739,2.366,PBEsol
K1.5Rb0.5Sr1Sn1Se4,stannite,-0.8802,1.5857,1.89,PBEsol
K1.5Rb0.5Sr1Zr1S4,kesterite,-1.4028,1.0039,3.216,PBEsol
K1.5Rb0.5Sr1Zr1S4,stannite,-1.3893,1.1122,3.185,PBEsol
K1.5Rb0.5Sr1Zr1Se4,kesterite,-1.3581,0.7183,2.754,PBEsol
K1.5Rb0.5Sr1Zr1Se4,stannite,-1.2401,1.6624,2.747,PBEsol
K1.5Rb0.5Sr1Zr1Te4,kesterite,-0.7111,3.3979,2.187,PBEsol
K1.5Rb0.5Sr1Zr1Te4,stannite,-0.9445,1.5304,1.973,PBEsol
K1.5Rb0.5Zn1Ge1S4,stannite,-0.6754,0.3654,1.408,PBEsol
K1.5Rb0.5Zn1Ge1Se4,kesterite,-0.6671,0.0895,2.054,PBEsol
K1.5Rb0.5Zn1Ge1Se4,stannite,-0.5773,0.808,0.74,PBEsol
K1.5Rb0.5Zn1Sn1S1Se2Te1,kesterite,-0.7643,,1.545,PBEsol
K1.5Rb0.5Zn1Sn1Se4,kesterite,-0.8175,-0.7369,1.538,PBEsol
K1.5Rb0.5Zn1Sn1Se4,stannite,-0.6963,0.2328,0.642,PBEsol
K1.5Rb0.5Zn1Sn1Te4,kesterite,-0.563,,1.131,PBEsol
K1.5Rb0.5Zn1Sn1Te4,stannite,-0.439,,0.166,PBEsol
K1.5Rb0.5Zn1Zr1S4,stannite,-1.0517,1.0506,1.577,PBEsol
K1.5Rb0.5Zn1Zr1Se4,kesterite,-1.0679,0.2159,1.867,PBEsol
K1.5Rb0.5Zn1Zr1Se4,stannite,-0.8994,1.5635,1.187,PBEsol
K1.5Rb0.5Zn1Zr1Te4,kesterite,-0.4682,2.6571,1.164,PBEsol
K1.5Rb0.5Zn1Zr1Te4,stannite,-0.4504,2.7994,0.511,PBEsol
K1Ag1Ba1Ge1S4,kesterite,-0.8084,0.367,1.195,PBEsol
K1Ag1Ba1Ge1S4,stannite,-0.9482,-0.7515,1.801,PBEsol
K1Ag1Ba1Sn1Se4,stannite,-0.8852,-0.0385,1.097,PBEsol
K1Ag1Ba1Zr1S4,stannite,-1.2929,0.1866,2.105,PBEsol
K1Ag1Ba1Zr1Se4,stannite,-1.1713,0.6291,1.748,PBEsol
K1Ag1Ba1Zr1Te4,stannite,-0.793,1.3668,1.45,PBEsol
K1Ag1Ca1Ge1Se4,stannite,-0.7881,0.3798,1.066,PBEsol
K1Ag1Ca1Ge1Te4,kesterite,-0.5652,,0.211,PBEsol
K1Ag1Ca1Ge1Te4,stannite,-0.508,,0.827,PBEsol
K1Ag1Ca1Sn1Se4,stannite,-0.7545,1.0255,1.065,PBEsol
K1Ag1Ca1Zr1S4,kesterite,-1.2006,1.1291,1.597,PBEsol
K1Ag1Ca1Zr1S4,stannite,-1.2196,0.9776,2.319,PBEsol
K1Ag1Ca1Zr1Se4,kesterite,-1.0703,1.4546,1.327,PBEsol
K1Ag1Ca1Zr1Te4,stannite,-0.7321,1.6364,1.574,PBEsol
K1Ag1Cd1Ge1Se4,stannite,-0.4333,0.2493,0.395,PBEsol
K1Ag1Cd1Ge1Te4,stannite,-0.2488,,0.142,PBEsol
K1Ag1Cd1Sn1S4,kesterite,-0.4763,0.3361,1.086,PBEsol
K1Ag1Cd1Sn1S4,stannite,-0.4953,0.1839,0.731,PBEsol
K1Ag1Cd1Sn1Se4,kesterite,-0.48,0.252,0.604,PBEsol
K1Ag1Cd1Sn1Se4,stannite,-0.5052,0.0505,0.259,PBEsol
K1Ag1Cd1Sn1Te4,kesterite,-0.2545,,0.579,PBEsol
K1Ag1Cd1Zr1S4,kesterite,-0.8292,0.9323,1.465,PBEsol
K1Ag1Cd1Zr1S4,stannite,-0.8902,0.4442,1.256,PBEsol
K1Ag1Cd1Zr1Se4,kesterite,-0.7595,0.9724,1.241,PBEsol
K1Ag1Cd1Zr1Se4,stannite,-0.7737,0.8588,0.99,PBEsol
K1Ag1Cd1Zr1Te4,kesterite,-0.4299,1.5033,0.816,PBEsol
K1Ag1Cd1Zr1Te4,stannite,-0.2222,3.1648,0.691,PBEsol
K1Ag1Mg1Ge1S4,stannite,-0.7108,-0.0712,1.193,PBEsol
K1Ag1Mg1Ge1Se4,stannite,-0.623,0.0616,0.514,PBEsol
K1Ag1Mg1Ge1Te4,kesterite,-0.2878,,0.816,PBEsol
K1Ag1Mg1Ge1Te4,stannite,-0.1614,,0.028,PBEsol
K1Ag1Mg1Sn1S4,kesterite,-0.6848,0.4125,1.42,PBEsol
K1Ag1Mg1Sn1S4,stannite,-0.702,0.2749,0.95,PBEsol
K1Ag1Mg1Sn1Se4,kesterite,-0.5892,0.7087,1.022,PBEsol
K1Ag1Mg1Sn1Se4,stannite,-0.6044,0.587,0.545,PBEsol
K1Ag1Mg1Sn1Te4,kesterite,-0.3699,,0.803,PBEsol
K1Ag1Mg1Sn1Te4,stannite,-0.2369,,0.243,PBEsol
K1Ag1Mg1Zr1S4,kesterite,-1.0426,0.9698,1.76,PBEsol
K1Ag1Mg1Zr1S4,stannite,-1.0638,0.7997,1.682,PBEsol
K1Ag1Mg1Zr1Se4,kesterite,-0.8833,1.3114,1.476,PBEsol
K1Ag1Mg1Zr1Se4,stannite,-0.9023,1.1599,1.418,PBEsol
K1Ag1Mg1Zr1Te4,kesterite,-0.5506,1.4316,1.016,PBEsol
K1Ag1Mg1Zr1Te4,stannite,-0.4285,2.4085,1.071,PBEsol
K1Ag1Sr0.5Cd0.5Ge1S2Se2,kesterite,-0.6295,0.2359,1.136,PBEsol
K1Ag1Sr0.5Cd0.5Ge1S2Se2,stannite,-0.6611,-0.017,0.624,PBEsol
K1Ag1Sr1Ge1Se4,stannite,-0.8039,0.3295,1.266,PBEsol
K1Ag1Sr1Sn1S4,stannite,-0.9295,-0.1329,1.472,PBEsol
K1Ag1Sr1Zr1S4,kesterite,-1.203,1.0981,1.508,PBEsol
K1Ag1Sr1Zr1Se4,kesterite,-1.0802,1.4516,1.257,PBEsol
K1Ag1Zn0.5Cd0.5Ge1Se1Te3,kesterite,-0.3028,,0.643,PBEsol
K1Ag1Zn0.5Cd0.5Ge1Se1Te3,stannite,-0.2946,,0.015,PBEsol
K1Ag1Zn1Ge1S4,kesterite,-0.5499,-0.1341,1.513,PBEsol
K1Ag1Zn1Ge1S4,stannite,-0.4977,0.2834,0.516,PBEsol
K1Ag1Zn1Ge1Se4,stannite,-0.444,0.384,0.234,PBEsol
K1Ag1Zn1Ge1Te4,stannite,-0.1456,,0.129,PBEsol
K1Ag1Zn1Sn1S4,kesterite,-0.5388,0.2303,1.211,PBEsol
K1Ag1Zn1Sn1S4,stannite,-0.5434,0.1937,0.623,PBEsol
K1Ag1Zn1Sn1Se4,kesterite,-0.4646,0.5958,0.753,PBEsol
K1Ag1Zn1Sn1Se4,stannite,-0.465,0.593,0.167,PBEsol
K1Ag1Zn1Sn1Te4,kesterite,-0.1304,,0.789,PBEsol
K1Ag1Zn1Sn1Te4,stannite,-0.2983,,0.252,PBEsol
K1Ag1Zn1Zr1S4,kesterite,-0.8998,0.7619,1.618,PBEsol
K1Ag1Zn1Zr1S4,stannite,-0.8995,0.7642,1.126,PBEsol
K1Ag1Zn1Zr1Se4,stannite,-0.7444,1.3133,0.742,PBEsol
K1Ag1Zn1Zr1Te4,stannite,-0.4558,1.3472,0.516,PBEsol
K1Al0.5Ga0.5Se1Te1,kesterite,-0.8279,-0.4991,2.247,PBEsol
K1Al0.5Ga0.5Se1Te1,stannite,-0.5321,0.6842,0.209,PBEsol
K1Al0.5Ga0.5Se2,kesterite,-1.0026,-0.5921,2.42,PBEsol
K1Al0.5Ga0.5Se2,stannite,-0.726,0.5145,0.43,PBEsol
K1Al0.5In0.5S2,kesterite,-1.0742,-0.6869,2.857,PBEsol
K1Al0.5In0.5Se2,kesterite,-0.933,-0.4002,1.976,PBEsol
K1Al0.5In0.5Se2,stannite,-0.8734,-0.162,0.862,PBEsol
K1Al0.5In0.5Te2,kesterite,-0.6572,-0.3736,1.578,PBEsol
K1Al0.5In0.5Te2,stannite,-0.5635,0.001,0.458,PBEsol
K1Al1S1Se1,kesterite,-1.1747,-0.7431,3.295,PBEsol
K1Al1S1Te1,kesterite,-0.9513,-0.5014,2.794,PBEsol
K1Al1S1Te1,stannite,-0.7947,0.1251,0.044,PBEsol
K1Al1S2,kesterite,-1.26,-0.811,3.806,PBEsol
K1Al1S2,stannite,-1.0943,-0.1481,2.217,PBEsol
K1Al1Se1Te1,kesterite,-0.8945,-0.512,2.638,PBEsol
K1Al1Se1Te1,stannite,-0.7538,0.0505,0.147,PBEsol
K1Al1Se2,kesterite,-1.1015,-0.6526,2.775,PBEsol
K1Al1Se2,stannite,-0.9412,-0.0115,1.472,PBEsol
K1Al1Te2,kesterite,-0.7085,-0.3842,2.364,PBEsol
K1Al1Te2,stannite,-0.5967,0.063,0.816,PBEsol
K1Cs0.5Ag0.5Ba1Ge1Se4,kesterite,-0.801,1.0168,1.472,PBEsol
K1Cs0.5Ag0.5Ba1Sn1Se4,stannite,-0.8967,0.6274,1.197,PBEsol
K1Cs0.5Ag0.5Ba1Zr1Se4,stannite,-1.2168,1.0232,2.073,PBEsol
K1Cs0.5Ag0.5Ca1Ge1S4,stannite,-0.8803,0.7436,1.611,PBEsol
K1Cs0.5Ag0.5Ca1Ge1Se4,stannite,-0.7592,1.369,1.002,PBEsol
K1Cs0.5Ag0.5Ca1Sn1S4,stannite,-0.9291,0.6291,1.383,PBEsol
K1Cs0.5Ag0.5Ca1Sn1Se4,stannite,-0.769,1.6676,0.98,PBEsol
K1Cs0.5Ag0.5Ca1Sn1Te4,stannite,-0.5799,,0.493,PBEsol
K1Cs0.5Ag0.5Ca1Zr1S4,stannite,-1.3093,1.0067,2.404,PBEsol
K1Cs0.5Ag0.5Ca1Zr1Se4,stannite,-1.1834,1.3082,1.958,PBEsol
K1Cs0.5Ag0.5Ca1Zr1Te4,stannite,-0.7938,1.8677,1.602,PBEsol
K1Cs0.5Ag0.5Cd1Ge1S4,stannite,-0.5264,0.4063,0.83,PBEsol
K1Cs0.5Ag0.5Cd1Sn1S4,stannite,-0.4926,0.9521,0.783,PBEsol
K1Cs0.5Ag0.5Cd1Sn1Se4,stannite,-0.5431,0.5054,0.273,PBEsol
K1Cs0.5Ag0.5Cd1Sn1Te4,kesterite,-0.3615,,0.684,PBEsol
K1Cs0.5Ag0.5Cd1Zr1S4,kesterite,-1.0245,0.1165,1.918,PBEsol
K1Cs0.5Ag0.5Cd1Zr1S4,stannite,-0.9337,0.843,1.324,PBEsol
K1Cs0.5Ag0.5Cd1Zr1Se4,kesterite,-0.8615,0.9139,1.32,PBEsol
K1Cs0.5Ag0.5Cd1Zr1Se4,stannite,-0.8179,1.2633,0.961,PBEsol
K1Cs0.5Ag0.5Mg1Ge1S4,kesterite,-0.8833,-0.7045,2.263,PBEsol
K1Cs0.5Ag0.5Mg1Ge1S4,stannite,-0.7241,0.5696,1.111,PBEsol
K1Cs0.5Ag0.5Mg1Sn1S4,kesterite,-0.8789,-0.393,1.951,PBEsol
K1Cs0.5Ag0.5Mg1Sn1S4,stannite,-0.7563,0.5874,0.945,PBEsol
K1Cs0.5Ag0.5Mg1Sn1Se4,stannite,-0.6092,1.3066,0.416,PBEsol
K1Cs0.5Ag0.5Mg1Sn1Te4,stannite,-0.2181,,0.0,PBEsol
K1Cs0.5Ag0.5Mg1Zr1S4,kesterite,-1.2102,0.3756,2.138,PBEsol
K1Cs0.5Ag0.5Mg1Zr1S4,stannite,-1.1314,1.0059,1.863,PBEsol
K1Cs0.5Ag0.5Mg1Zr1Se4,stannite,-0.9437,1.5868,1.461,PBEsol
K1Cs0.5Ag0.5Mg1Zr1Te4,stannite,-0.4617,2.8679,0.999,PBEsol
K1Cs0.5Ag0.5Sr1Ge1S4,kesterite,-0.9956,-0.191,2.166,PBEsol
K1Cs0.5Ag0.5Sr1Ge1S4,stannite,-0.9163,0.4441,1.591,PBEsol
K1Cs0.5Ag0.5Sr1Ge1Se4,stannite,-0.7662,1.389,1.216,PBEsol
K1Cs0.5Ag0.5Sr1Sn1S4,stannite,-0.8619,1.1545,1.615,PBEsol
K1Cs0.5Ag0.5Sr1Sn1Se4,stannite,-0.8831,0.8304,1.007,PBEsol
K1Cs0.5Ag0.5Sr1Zr1Se4,stannite,-1.1847,1.3731,2.133,PBEsol
K1Cs0.5Ag0.5Sr1Zr1Te4,stannite,-0.555,3.9626,1.7,PBEsol
K1Cs0.5Ag0.5Zn1Ge1S4,kesterite,-0.6848,-0.4668,2.06,PBEsol
K1Cs0.5Ag0.5Zn1Ge1S4,stannite,-0.5367,0.7183,0.739,PBEsol
K1Cs0.5Ag0.5Zn1Ge1Se4,kesterite,-0.6289,-0.3367,1.383,PBEsol
K1Cs0.5Ag0.5Zn1Sn1S4,stannite,-0.5421,0.9506,0.633,PBEsol
K1Cs0.5Ag0.5Zn1Sn1Se4,stannite,-0.4569,1.4153,0.052,PBEsol
K1Cs0.5Ag0.5Zn1Sn1Te4,kesterite,-0.3895,,1.016,PBEsol
K1Cs0.5Ag0.5Zn1Zr1S4,kesterite,-1.042,0.3712,2.019,PBEsol
K1Cs0.5Ag0.5Zn1Zr1S4,stannite,-0.9158,1.3811,1.218,PBEsol
K1Cs0.5Ag0.5Zn1Zr1Se4,kesterite,-0.8221,1.4498,1.198,PBEsol
K1Cs0.5Ag0.5Zn1Zr1Se4,stannite,-0.845,1.2667,0.996,PBEsol
K1Cs0.5Ag0.5Zn1Zr1Te4,stannite,-0.315,3.1982,0.38,PBEsol
K1Cs0.5Cu0.5Ba1Ge1Se4,kesterite,-0.9559,-0.2403,1.437,PBEsol
K1Cs0.5Cu0.5Ca1Ge1Se4,stannite,-0.7862,1.135,0.87,PBEsol
K1Cs0.5Cu0.5Ca1Sn0.5Ge0.5Se3Te1,stannite,-0.3172,,0.003,PBEsol
K1Cs0.5Cu0.5Ca1Zr1Te4,stannite,-0.7808,1.8337,1.407,PBEsol
K1Cs0.5Cu0.5Cd1Ge1S4,stannite,-0.5458,0.3399,0.594,PBEsol
K1Cs0.5Cu0.5Cd1Zr1Te4,stannite,-0.4939,1.5791,0.458,PBEsol
K1Cs0.5Cu0.5Mg1Ge1S4,stannite,-0.7205,0.6868,0.826,PBEsol
K1Cs0.5Cu0.5Mg1Ge1Se4,stannite,-0.57,1.2251,0.171,PBEsol
K1Cs0.5Cu0.5Mg1Sn1S4,stannite,-0.7318,0.8723,0.663,PBEsol
K1Cs0.5Cu0.5Mg1Sn1Se4,stannite,-0.6799,0.7226,0.19,PBEsol
K1Cs0.5Cu0.5Mg1Zr1S4,stannite,-1.1254,1.1435,1.655,PBEsol
K1Cs0.5Cu0.5Mg1Zr1Se4,stannite,-0.9908,1.1912,1.361,PBEsol
K1Cs0.5Cu0.5Zn1Ge1S4,stannite,-0.5383,0.7949,0.544,PBEsol
K1Cs0.5Cu0.5Zn1Sn1S4,stannite,-0.5445,1.0208,0.331,PBEsol
K1Cs0.5Cu0.5Zn1Zr1S4,stannite,-0.9396,1.2798,1.063,PBEsol
K1Cs0.5Cu0.5Zn1Zr1Se4,stannite,-0.8179,1.4657,0.817,PBEsol
K1Cs1Ba0.5Zn0.5Sn1S3Te1,kesterite,-0.8753,,1.721,PBEsol
